OptionName|FinancialReport|X-Day|Premium|PoW_Simulation_Mean_Earnings|100k_Invested_Loss_Mean|1_2_3_ProbOfWorthless_Weighted|ProbWorthless_Bayesian_IsoCal|1_ProbOfWorthless_Original|2_ProbOfWorthless_Calibrated|3_ProbOfWorthless_Historical_IV|Lower_Bound_at_Accuracy|LossAtBadDecline|LossAtWorstDecline|PoW_Stats_MedianLossPct|PoW_Stats_WorstLossPct|PoW_Stats_MedianLoss|PoW_Stats_WorstLoss|PoW_Stats_MedianProbOfWorthless|PoW_Stats_MinProbOfWorthless|PoW_Stats_MaxProbOfWorthless|LossAt100DayWorstDecline|LossAt_2008_100DayWorstDecline|Mean_Accuracy|Lower_Bound_HistMedianIV_at_Accuracy|Lower_Bound|Lower_Bound_HistMedianIV|Bid_Ask_Mid_Price|Option_Price_Min|NumberOfContractsBasedOnLimit|Bid|ProfitLossPctLeastBad|Loss_Least_Bad|IV_AllMedianIV_Maximum100DaysToExp_Ratio|StockPrice|DaysToExpiry|AskBidSpread|Underlying_Value|StrikePrice|StockPrice_After_2008_100DayWorstDecline|LossAt50DayWorstDecline|LossAt_2008_50DayWorstDecline|ProfitLossPctBad|ProfitLossPctWorst|ProfitLossPct100DayWorst|ImpliedVolatility|TodayStockMedianIV_Maximum100DaysToExp|AllMedianIV_Maximum100DaysToExp|ExpiryDate_Lower_Bound_Minus_Pct_Based_on_Accuracy|StrikeBelowLowerAtAcc|StockName|Country|SampleSize|Confidence|ExpiryDate|Ask|WorstHistoricalDecline|BadHistoricalDecline|ImpliedVolatilityUntilExpiry|StockPrice_After_100DayWorstDecline|StockPrice_After_50DayWorstDecline|StockPrice_After_2008_50DayWorstDecline|100DayMaxPrice|100DayMaxPriceDate|50DayMaxPrice|50DayMaxPriceDate|Historical100DaysWorstDecline|Historical50DaysWorstDecline|2008_100DaysWorstDecline|2008_50DaysWorstDecline|IV_2sigma_Decline|BreakevenDecline|CVaR10pct_Decline
AAK6O225|||230|-5.083926416722266|-818.4194502745772|0.7390127932838086|0.90625|0.7390746274888831|0.739||228.4|-4887|-9952|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-16050|-42090|0.8125|228.7|222.8|226.4|0.95|0.96|4.0|0.15|0.047|-4887|2.3517807337658234|229.0|1|11.67|90000|225.0|119.2|-17730|-31610|0.047|0.023|0.014|0.4303254573700104|0.3214749770081091|0.1829785622407687|0.9||AAK|SE|32.0|MEDIUM|2026-03-20|1.75|-0.1286346396965865|-0.0733351694261387|0.0271079557862184|184.3|180.1|145.4|274.2|2025-10-24|260.2|2026-02-05|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.0542|-0.0216|-0.1199809476326987
AAK6O226|||310|-11.248316903684554|-926.7072290454644|0.6909773445261477|0.7626936813186813|0.6908678430691947|0.691||228.4|-5207|-10272|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-16370|-42410|0.8125|228.7|223.0|226.4|1.15|1.32|4.0|0.35|0.06|-5207|2.2558625934671874|229.0|1|5.57|90400|226.0|119.2|-18050|-31930|0.06|0.03|0.019|0.4127744939653576|0.3214749770081091|0.1829785622407687|0.9|Y|AAK|SE|28.0|LOW|2026-03-20|1.95|-0.1286346396965865|-0.0733351694261387|0.0260023490138778|184.3|180.1|145.4|274.2|2025-10-24|260.2|2026-02-05|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.052|-0.0181|-0.1199809476326987
AAK6O228|||570|-159.50149400488607|-1216.5528028283711|0.5660693509789892|0.65|0.5664045473774368|0.566||228.4|-5747|-10812|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-16910|-42950|0.8125|228.7|223.3|226.4|1.8|2.53|4.0|1.0|0.099|-5747|2.165073224698163|229.0|1|2.6|91200|228.0|119.2|-18590|-32470|0.099|0.053|0.034|0.3961619858012546|0.3214749770081091|0.1829785622407687|0.9|Y|AAK|SE|40.0|MEDIUM|2026-03-20|2.6|-0.1286346396965865|-0.0733351694261387|0.0249558593649433|184.3|180.1|145.4|274.2|2025-10-24|260.2|2026-02-05|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.0499|-0.0122|-0.1199809476326987
AAK6P195|||300|-711.3986475409837|-7243.101092896176|0.8771521798619515|0.9595028067361668|0.910329768642523|0.906|0.834|216.3|-7790|-20462|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-5050|-37600|0.8009563599380534|223.2|203.7|217.5|0.9|2.15|5.0|0.1|0.059|-5050|2.202646880134089|229.0|19|17.0|97500|195.0|119.2|-8750|-25800|0.039|0.015|0.059|0.4030371592510504|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|43.0|MEDIUM|2026-04-17|1.7|-0.3298038622497856|-0.2191275546766954|0.1106678873105009|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2213|-0.1524|-0.2856854737054404
AAK6P200|||475|-480.6873103479241|-7982.409826087824|0.8888768745626469|0.9|0.8806225998660264|0.936|0.834|216.8|-10115|-22787|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-7375|-39925|0.8009563599380534|223.2|204.7|217.5|1.25|2.57|5.0|0.45|0.064|-7375|2.112427150173957|229.0|19|4.56|100000|200.0|119.2|-11075|-28125|0.047|0.021|0.064|0.3865288827771951|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|40.0|MEDIUM|2026-04-17|2.05|-0.3298038622497856|-0.2191275546766954|0.1061349651256231|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2123|-0.1321|-0.2856854737054404
AAK6P205|||650|311.5048620689655|-1966.7672413793105|0.8830327091996748|0.9130434782608696|0.8489883071301358|0.905|0.865|217.7|-12440|-25112|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-9700|-42250|0.8009563599380534|223.2|206.3|217.5|1.6|0.96|5.0|0.8|0.067|-9700|1.972902762677663|229.0|19|3.0|102500|205.0|119.2|-13400|-30450|0.052|0.026|0.067|0.3609989109555993|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|46.0|MEDIUM|2026-04-17|2.4|-0.3298038622497856|-0.2191275546766954|0.0991248223143675|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1982|-0.1118|-0.2856854737054404
AAK6P210|||900|409.990073934944|-1868.6702808844875|0.8343528171344032|0.9117647058823528|0.8061360351549639|0.862|0.808|218.4|-14690|-27362|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-11950|-44500|0.8009563599380534|223.2|207.8|217.5|2.1|1.08|5.0|1.3|0.075|-11950|1.8442921118767857|229.0|19|2.23|105000|210.0|119.2|-15650|-32700|0.061|0.033|0.075|0.3374659189832051|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|34.0|MEDIUM|2026-04-17|2.9|-0.3298038622497856|-0.2191275546766954|0.0926630198629027|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1853|-0.0921|-0.2856854737054404
AAK6P212|||1025|-779.6650000000002|-9307.5|0.822804520536221|0.83735084202085|0.7854111186061721|0.861|0.786|218.7|-15565|-28237|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-12825|-45375|0.8009563599380534|223.2|208.4|217.5|2.35|4.6|5.0|1.55|0.08|-12825|1.794052346632024|229.0|19|2.03|106000|212.0|119.2|-16525|-33575|0.066|0.036|0.08|0.3282731189714049|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|29.0|LOW|2026-04-17|3.15|-0.3298038622497856|-0.2191275546766954|0.0901388164925128|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1803|-0.0845|-0.2856854737054404
AAK6P214|||1175|137.8020320485881|-3368.037060239125|0.7931404718360495|0.6764705882352942|0.7617146397211526|0.837|0.748|218.9|-16415|-29087|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-13675|-46225|0.8009563599380534|223.2|208.9|217.5|2.6500000000000004|2.06|5.0|1.85|0.086|-13675|1.7488006765088944|229.0|19|1.86|107000|214.0|119.2|-17375|-34425|0.072|0.04|0.086|0.3199930334332811|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|34.0|MEDIUM|2026-04-17|3.45|-0.3298038622497856|-0.2191275546766954|0.0878652306649499|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1757|-0.0771|-0.2856854737054404
AAK6P215|||1250|57.4269573016535|-3368.037060239125|0.7721723896604464|0.6764705882352942|0.7495284983277231|0.825|0.714|219.1|-16840|-29512|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-14100|-46650|0.8009563599380534|223.2|209.2|217.5|2.8|2.58|5.0|2.0|0.089|-14100|1.7221649490483146|229.0|19|1.8|107500|215.0|119.2|-17800|-34850|0.074|0.042|0.089|0.3151192663183073|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|34.0|MEDIUM|2026-04-17|3.6|-0.3298038622497856|-0.2191275546766954|0.0865269681810146|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1731|-0.0734|-0.2856854737054404
AAK6P216|||1325|101.21592024141437|-3368.037060239125|0.7650052609272089|0.6764705882352942|0.7370517324508882|0.813|0.714|219.3|-17265|-29937|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-14525|-47075|0.8009563599380534|223.2|209.5|217.5|2.95|2.51|5.0|2.15|0.091|-14525|1.6929566828248523|229.0|19|1.74|108000|216.0|119.2|-18225|-35275|0.077|0.044|0.091|0.3097747797591925|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|34.0|MEDIUM|2026-04-17|3.75|-0.3298038622497856|-0.2191275546766954|0.0850594532815059|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1701|-0.0697|-0.2856854737054404
AAK6P218|||1525|548.8581307483229|-1370.191756520121|0.7118765997661544|0.78125|0.7076198977005183|0.783|0.627|219.5|-18065|-30737|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-15325|-47875|0.8009563599380534|223.2|210.0|217.5|3.35|1.51|5.0|2.55|0.1|-15325|1.6523420136233211|229.0|19|1.63|109000|218.0|119.2|-19025|-36075|0.084|0.05|0.1|0.3023431659828119|0.3214749770081091|0.1829785622407687|0.5|Y|AAK|SE|32.0|MEDIUM|2026-04-17|4.15|-0.3298038622497856|-0.2191275546766954|0.0830188449230409|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.166|-0.0627|-0.2856854737054404
AAK6P220|||1750|885.6339464120095|-613.2689174624704|0.6672941407736693|0.6872391304347826|0.6755590509410812|0.713|0.61|219.7|-18840|-31512|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-16100|-48650|0.8009563599380534|223.2|210.5|217.5|3.8|0.97|5.0|3.0|0.109|-16100|1.6111277079392343|229.0|19|1.53|110000|220.0|119.2|-19800|-36850|0.093|0.056|0.109|0.2948018315849862|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|23.0|LOW|2026-04-17|4.6|-0.3298038622497856|-0.2191275546766954|0.0809481089470821|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1619|-0.0559|-0.2856854737054404
AAK6P222|||2000|541.9453642397309|-1798.1561021721975|0.6299737100309062|0.6225|0.640908148637244|0.679|0.568|220.0|-19590|-32262|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-16850|-49400|0.8009563599380534|223.2|211.0|217.5|4.3|2.9|5.0|3.5|0.119|-16850|1.5679842965852655|229.0|19|1.46|111000|222.0|119.2|-20550|-37600|0.102|0.062|0.119|0.2869075122052749|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|25.0|LOW|2026-04-17|5.1|-0.3298038622497856|-0.2191275546766954|0.0787804486521097|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1576|-0.0493|-0.2856854737054404
AAK6P224|||1810|160.55797824213988|-1798.1561021721975|0.5800700632192026|0.6225|0.602688954988826|0.64|0.502|220.2|-16262|-26400|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-14070|-40110|0.8009563599380534|223.2|211.4|217.5|4.9|3.23|4.0|4.1|0.129|-14070|1.5326424419297109|229.0|19|1.39|89600|224.0|119.2|-17030|-30669|0.111|0.069|0.129|0.2804407104534793|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|25.0|LOW|2026-04-17|5.7|-0.3298038622497856|-0.2191275546766954|0.0770047630333023|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.154|-0.0432|-0.2856854737054404
AAK6P225|||1950|82.047224303274|-2194.825890578925|0.546043950043401|0.5333333333333333|0.5822655087601091|0.575|0.502|220.3|-16522|-26660|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-14330|-40370|0.8009563599380534|223.2|211.5|217.5|5.25|4.56|4.0|4.45|0.136|-14330|1.519879037726659|229.0|19|1.36|90000|225.0|119.2|-17290|-30929|0.118|0.073|0.136|0.2781052811031071|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|30.0|MEDIUM|2026-04-17|6.05|-0.3298038622497856|-0.2191275546766954|0.0763634895769071|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1527|-0.0404|-0.2856854737054404
AAK6P226|||2090|166.75087608443184|-2194.825890578925|0.5222327074671754|0.5333333333333333|0.561621623427224|0.554|0.474|220.4|-16782|-26920|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-14590|-40630|0.8009563599380534|223.2|211.7|217.5|5.6|4.6|4.0|4.8|0.143|-14590|1.5028827457355751|229.0|19|1.33|90400|226.0|119.2|-17550|-31189|0.125|0.078|0.143|0.2749953240311543|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|30.0|MEDIUM|2026-04-17|6.4|-0.3298038622497856|-0.2191275546766954|0.0755095425626444|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.151|-0.0376|-0.2856854737054404
AAK6P228|||2390|-548.2935960657308|-3807.587415954829|0.4972332803281464|0.369|0.5187939232267732|0.512|0.474|220.6|-17282|-27420|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-15090|-41130|0.8009563599380534|223.2|212.1|217.5|6.35|10.63|4.0|5.55|0.158|-15090|1.466589768862279|229.0|19|1.29|91200|228.0|119.2|-18050|-31689|0.138|0.087|0.158|0.2683544873034411|0.3214749770081091|0.1829785622407687|0.5||AAK|SE|20.0|LOW|2026-04-17|7.15|-0.3298038622497856|-0.2191275546766954|0.0736860695806601|184.3|176.9|142.8|274.2|2025-10-24|255.6|2026-02-10|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.1474|-0.0321|-0.2856854737054404
AAK6Q185|Y|Y|850|169.74774280664923|-3488.366218784416|0.826444377115663|0.8813559322033898|0.8643697083040196|0.814|0.832|205.2|-10592|-22454|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|400|-32150|0.7958046845918699|216.5|188.9|209.4|2.0|1.54|5.0|1.2|2.125|400|2.296664035864265|225.15|37|2.33|92500|185.0|119.0|-9150|-25050|0.08|0.038|2.125|0.4202402832325244|0.3214749770081091|0.1829785622407687|0.45|Y|AAK|SE|59.0|MEDIUM|2026-05-15|2.8|-0.3853410404624277|-0.2799688736797409|0.1610268406481576|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.3221|-0.1872|-0.3080466455582408
AAK6Q190|Y|Y|1050|173.9673571240548|-4750.551213056259|0.81221431065051|0.8604651162790697|0.8404407213966806|0.79|0.832|206.1|-12892|-24754|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-1900|-34450|0.7958046845918699|216.5|190.6|209.4|2.4000000000000004|2.33|5.0|1.6|0.553|-1900|2.191041565305835|225.15|37|2.0|95000|190.0|119.0|-11450|-27350|0.081|0.042|0.553|0.4009136354294249|0.3214749770081091|0.1829785622407687|0.45|Y|AAK|SE|43.0|MEDIUM|2026-05-15|3.2|-0.3853410404624277|-0.2799688736797409|0.1536212939639745|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.3072|-0.1668|-0.3080466455582408
AAK6Q195|Y|Y|1325|265.58099161170554|-3544.224252862307|0.7943587211775724|0.8367346938775511|0.8098607582461299|0.76|0.832|206.9|-15117|-26979|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-4125|-36675|0.7958046845918699|216.5|192.0|209.4|2.95|1.95|5.0|2.15|0.321|-4125|2.102750677930914|225.15|37|1.74|97500|195.0|119.0|-13675|-29575|0.088|0.049|0.321|0.3847582957986003|0.3214749770081091|0.1829785622407687|0.45|Y|AAK|SE|49.0|MEDIUM|2026-05-15|3.75|-0.3853410404624277|-0.2799688736797409|0.1474309228735613|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2949|-0.147|-0.3080466455582408
AAK6Q200|Y|Y|1625|162.50365880472367|-3893.854117718024|0.739019561408013|0.7619047619047619|0.7761923538454603|0.709|0.766|207.8|-17317|-29179|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-6325|-38875|0.7958046845918699|216.5|193.6|209.4|3.55|2.87|5.0|2.75|0.257|-6325|1.998511616715972|225.15|37|1.58|100000|200.0|119.0|-15875|-31775|0.094|0.056|0.257|0.3656847822481627|0.3214749770081091|0.1829785622407687|0.45|Y|AAK|SE|42.0|MEDIUM|2026-05-15|4.35|-0.3853410404624277|-0.2799688736797409|0.1401223716717067|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2802|-0.1275|-0.3080466455582408
AAK6Q205|Y|Y|2000|666.7182679547602|-1917.3184700157824|0.68792364152279|0.8048780487804879|0.7359158083074342|0.668|0.7|208.7|-19442|-31304|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-8450|-41000|0.7958046845918699|216.5|195.2|209.4|4.3|2.18|5.0|3.5|0.237|-8450|1.8983738628327405|225.15|37|1.46|102500|205.0|119.0|-18000|-33900|0.103|0.064|0.237|0.3473617200165891|0.3214749770081091|0.1829785622407687|0.45|Y|AAK|SE|41.0|MEDIUM|2026-05-15|5.1|-0.3853410404624277|-0.2799688736797409|0.1331013769220974|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2662|-0.1086|-0.3080466455582408
AAK6Q210|Y|Y|2500|-46.7375137373676|-3454.907484945595|0.6029581843341687|0.7|0.6867554792859915|0.574|0.617|209.4|-21442|-33304|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-10450|-43000|0.7958046845918699|216.5|196.5|209.4|5.3|4.76|5.0|4.5|0.239|-10450|1.8135743455240896|225.15|37|1.36|105000|210.0|119.0|-20000|-35900|0.117|0.075|0.239|0.331845226260741|0.3214749770081091|0.1829785622407687|0.45||AAK|SE|50.0|MEDIUM|2026-05-15|6.1|-0.3853410404624277|-0.2799688736797409|0.1271557975306553|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2543|-0.0908|-0.3080466455582408
AAK6Q215|Y|Y|3150|-106.10448824250884|-3475.283730469428|0.5356211944849897|0.5454545454545454|0.6289417457690647|0.516|0.536|210.0|-23292|-35154|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-12300|-44850|0.7958046845918699|216.5|197.7|209.4|6.6|6.4|5.0|5.8|0.256|-12300|1.7419738703826264|225.15|37|1.28|107500|215.0|119.0|-21850|-37750|0.135|0.09|0.256|0.3187438742636001|0.3214749770081091|0.1829785622407687|0.45||AAK|SE|33.0|MEDIUM|2026-05-15|7.4|-0.3853410404624277|-0.2799688736797409|0.1221356473820516|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2443|-0.0744|-0.3080466455582408
AAK6Q220|Y|Y|3975|350.7579875451845|-2797.084503840502|0.485552528602987|0.6086956521739131|0.5635998645960391|0.474|0.48|210.5|-24967|-36829|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-13975|-46525|0.7958046845918699|216.5|198.6|209.4|8.25|7.66|5.0|7.45|0.284|-13975|1.6819983845537063|225.15|37|1.21|110000|220.0|119.0|-23525|-39425|0.159|0.108|0.284|0.3077696460969327|0.3214749770081091|0.1829785622407687|0.45||AAK|SE|46.0|MEDIUM|2026-05-15|9.05|-0.3853410404624277|-0.2799688736797409|0.1179305643361393|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2359|-0.0595|-0.3080466455582408
AAK6Q225|Y|Y|3960|1004.099582234235|-2206.8101512952626|0.471028963843978|0.3117272727272727|0.4929514777991167|0.493|0.439|211.0|-21193|-30683|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-12400|-38440|0.7958046845918699|216.5|199.4|209.4|10.275|6.06|4.0|9.35|0.319|-12400|1.6296364682336022|225.15|37|1.2|90000|225.0|119.0|-20040|-32760|0.187|0.129|0.319|0.2981885379325086|0.3214749770081091|0.1829785622407687|0.45||AAK|SE|22.0|LOW|2026-05-15|11.2|-0.3853410404624277|-0.2799688736797409|0.1142592942576071|184.1|165.0|133.2|273.8|2025-11-12|238.4|2026-03-13|-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.2285|-0.0463|-0.3080466455582408
AAK6R175|Y|Y|1020|34.47173816173788|-2603.535350527718|0.7813042759117922|0.8897338403041825|0.8789920464659562|0.763|0.779|189.6|-11564|-36645|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|3000|-34800|0.8050195604313108|208.9|180.7|204.9|1.95|1.55|6.0|1.15|0.34|3000|2.191610664251233|225.15|61|2.39|105000|175.0|115.3|0|0|0.088|0.028|0.34|0.4010177683362266|0.3214749770081091|0.1829785622407687|0.2|Y|AAK|SE|526.0|HIGH|2026-06-18|2.75|-0.5015562305471182|-0.3158947164248019|0.1973005350176921|178.3|||265.2|2025-12-18|||-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.3946|-0.2314|-0.3468706641166985
AAK6R180|Y|Y|1230|286.28931161044704|-2940.9554468399665|0.7705627245818958|0.774390243902439|0.8603667917219758|0.745|0.779|191.0|-14354|-39435|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|210|-37589|0.8050195604313108|208.9|182.5|204.9|2.3|2.01|6.0|1.5|5.857|210|2.105555507570416|225.15|61|2.07|108000|180.0|115.3|0|0|0.086|0.031|5.857|0.3852715194933667|0.3214749770081091|0.1829785622407687|0.2|Y|AAK|SE|492.0|HIGH|2026-06-18|3.1|-0.5015562305471182|-0.3158947164248019|0.1895533887151542|178.3|||265.2|2025-12-18|||-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.3791|-0.2107|-0.3468706641166985
AAK6R185|Y|Y|1225|253.49618284316847|-2940.9554468399665|0.7569446489014573|0.774390243902439|0.8376223808643307|0.722|0.779|192.2|-14261|-35162|-0.0291732142857142|-0.1394083333333333|-2851.368750000008|-13801.425|0.8331730968198257|0.7003514335634345|0.9944362670064096|-2125|-33625|0.8050195604313108|208.9|184.0|204.9|2.75|1.97|5.0|1.95|0.576|-2125|2.0289958855183725|225.15|61|1.82|92500|185.0|115.3|0|0|0.086|0.035|0.576|0.3712627499245871|0.3214749770081091|0.1829785622407687|0.2|Y|AAK|SE|492.0|HIGH|2026-06-18|3.55|-0.5015562305471182|-0.3158947164248019|0.1826610813185842|178.3|||265.2|2025-12-18|||-0.3276907529055078|-0.3077523413111341|-0.5653794591766667|-0.441324815063887|-0.3653|-0.1905|-0.3468706641166985
