name|month|year|open|high|low|close|close_previous_month|low_previous_month|pct_return_month|pct_open_to_low|pct_low_to_high|pct_low_previous_month_to_low_current_month|day_low_day_of_month|day_high_day_of_month
AAK AB|Jan|2013|46.0|46.667|44.417|45.167|46.0|43.833|-0.0181086956521738|-0.0344130434782607|0.0506562802530563|0.0133232952341844|25|7
AAK AB|Feb|2013|45.167|52.083|44.083|50.583|45.167|44.417|0.1199105541656517|-0.023999822879536|0.181475852369394|-0.007519643379787|6|20
AAK AB|Mar|2013|50.667|56.25|49.417|54.833|50.583|44.083|0.0840203230334302|-0.02467089032309|0.138272254487322|0.1209990245672936|11|14
AAK AB|Apr|2013|54.833|57.667|51.0|56.667|54.833|49.417|0.0334470118359382|-0.0699031605055349|0.1307254901960783|0.0320335107351721|22|30
AAK AB|May|2013|56.667|58.083|53.25|58.083|56.667|51.0|0.0249880883053628|-0.0602996452962041|0.0907605633802817|0.0441176470588235|31|31
AAK AB|Jun|2013|57.667|57.667|50.083|57.0|58.083|53.25|-0.0186457311089303|-0.1315136906723083|0.1514286284767287|-0.0594741784037559|24|3
AAK AB|Jul|2013|56.667|63.5|55.833|62.333|57.0|50.083|0.0935614035087719|-0.0147175604849383|0.1373202228073002|0.1148094163688278|5|26
AAK AB|Aug|2013|62.333|65.417|60.083|60.75|62.333|55.833|-0.0253958577318594|-0.0360964497136347|0.0887771915516868|0.0761198574319845|28|9
AAK AB|Sep|2013|61.417|68.25|60.917|66.917|60.75|60.083|0.101514403292181|-0.0081410684338212|0.1203769062823185|0.0138807982291164|2|23
AAK AB|Oct|2013|66.333|68.417|61.667|63.917|66.917|60.917|-0.0448316571274862|-0.0703420620204121|0.1094588677899037|0.0123118341349706|9|1
AAK AB|Nov|2013|63.75|67.583|61.5|67.167|63.917|61.667|0.050847192452712|-0.0352941176470588|0.098910569105691|-0.002708093469765|6|29
AAK AB|Dec|2013|67.333|72.0|65.833|68.667|67.167|61.5|0.0223323953727276|-0.0222773380066237|0.0936764236780947|0.0704552845528454|12|5
AAK AB|Jan|2014|68.833|70.15|64.733|66.767|68.667|65.833|-0.0276697685933564|-0.059564453096625|0.0836822022770458|-0.0167089453617486|31|13
AAK AB|Feb|2014|66.767|71.667|65.367|71.667|66.767|64.733|0.0733895487291627|-0.0209684424940462|0.0963789067878286|0.0097940772094604|6|28
AAK AB|Mar|2014|70.633|70.833|67.5|70.833|71.667|65.367|-0.0116371551760224|-0.0443560375461894|0.0493777777777777|0.0326311441553075|14|3
AAK AB|Apr|2014|70.833|74.333|67.5|72.383|70.833|67.5|0.0218824559174395|-0.0470543390792427|0.1012296296296295|0.0|11|24
AAK AB|May|2014|72.083|74.317|71.617|73.167|72.383|67.5|0.010831272536369|-0.0064647697792821|0.0377005459597579|0.0609925925925927|2|16
AAK AB|Jun|2014|73.167|75.0|71.25|74.417|73.167|71.617|0.0170842046277692|-0.0262003362171471|0.0526315789473683|-0.0051244816174931|17|23
AAK AB|Jul|2014|74.033|74.417|65.567|65.567|74.417|71.25|-0.1189244393082227|-0.114354409520079|0.1349764363170498|-0.079761403508772|31|2
AAK AB|Aug|2014|65.5|70.167|64.667|68.3|65.567|65.567|0.041682553723672|-0.0127175572519083|0.0850511079839795|-0.0137264172525811|8|27
AAK AB|Sep|2014|68.167|69.583|62.833|62.833|68.3|64.667|-0.0800439238653001|-0.0782490061173295|0.107427625610746|-0.0283606785532033|24|3
AAK AB|Oct|2014|62.667|68.333|56.75|66.717|62.833|62.833|0.0618146515366129|-0.0944197105334546|0.2041057268722466|-0.0968121846800248|16|29
AAK AB|Nov|2014|66.833|69.35|65.917|68.333|66.717|56.75|0.0242217126069816|-0.0137058040189725|0.052080646874099|0.1615330396475771|4|13
AAK AB|Dec|2014|68.317|70.333|65.833|69.583|68.333|65.917|0.0182927721598642|-0.0363599104176118|0.0683547764798808|-0.00127432983904|16|23
AAK AB|Jan|2015|69.683|76.5|66.3|74.983|69.583|65.833|0.0776051621804176|-0.0485484264454746|0.1538461538461539|0.0070937068035787|15|30
AAK AB|Feb|2015|75.0|81.833|73.167|80.533|74.983|66.3|0.0740167771361508|-0.02444|0.1184413738433993|0.1035746606334842|3|13
AAK AB|Mar|2015|80.533|81.7|76.417|80.75|80.533|73.167|0.0026945475767696|-0.0511094830690523|0.0691338314772891|0.0444189320322003|4|31
