name|month|year|open|high|low|close|close_previous_month|low_previous_month|pct_return_month|pct_open_to_low|pct_low_to_high|pct_low_previous_month_to_low_current_month|day_low_day_of_month|day_high_day_of_month
Billerud Aktiebolag|May|2024|92.05|117.0|90.0|105.1|92.35|89.4|0.1380617217108826|-0.0222705051602389|0.3|0.006711409395973|3|22
Billerud Aktiebolag|Jun|2024|106.0|106.7|97.8|98.1|105.1|90.0|-0.0666032350142721|-0.0773584905660377|0.091002044989775|0.0866666666666666|28|14
Billerud Aktiebolag|Jul|2024|98.9|112.3|96.05|107.8|98.1|97.8|0.0988786952089704|-0.0288169868554095|0.1691827173347215|-0.0178936605316973|10|22
Billerud Aktiebolag|Aug|2024|108.1|108.7|100.8|107.9|107.8|96.05|0.0009276437847867|-0.0675300647548565|0.078373015873016|0.049453409682457|5|15
Billerud Aktiebolag|Sep|2024|108.0|117.9|102.3|116.5|107.9|100.8|0.0797034291010194|-0.0527777777777778|0.1524926686217009|0.0148809523809523|4|26
Billerud Aktiebolag|Oct|2024|117.3|118.2|93.45|94.35|116.5|102.3|-0.1901287553648069|-0.2033248081841432|0.2648475120385232|-0.0865102639296186|31|4
Billerud Aktiebolag|Nov|2024|94.05|103.0|93.65|95.6|94.35|93.45|0.0132485426603072|-0.0042530568846357|0.0998398291510944|0.0021401819154629|1|15
Billerud Aktiebolag|Dec|2024|96.0|105.0|94.55|101.4|95.6|93.65|0.0606694560669456|-0.0151041666666666|0.1105235325224749|0.0096102509343298|2|17
Billerud Aktiebolag|Jan|2025|101.5|114.7|101.5|114.0|101.4|94.55|0.1242603550295857|0.0|0.1300492610837438|0.0735060814383923|2|30
Billerud Aktiebolag|Feb|2025|112.0|122.2|109.1|119.6|114.0|101.5|0.0491228070175437|-0.0258928571428571|0.1200733272227314|0.0748768472906402|4|25
Billerud Aktiebolag|Mar|2025|119.6|121.6|101.5|103.5|119.6|109.1|-0.1346153846153845|-0.1513377926421404|0.1980295566502463|-0.069660861594867|31|3
Billerud Aktiebolag|Apr|2025|103.5|107.6|90.5|101.8|103.5|101.5|-0.0164251207729468|-0.1256038647342995|0.1889502762430939|-0.1083743842364531|9|1
Billerud Aktiebolag|May|2025|103.0|112.3|100.5|104.4|101.8|90.5|0.025540275049116|-0.0242718446601941|0.117412935323383|0.1104972375690607|6|20
Billerud Aktiebolag|Jun|2025|104.0|107.2|95.6|98.15|104.4|100.5|-0.0598659003831417|-0.0807692307692308|0.1213389121338912|-0.0487562189054726|16|11
Billerud Aktiebolag|Jul|2025|98.0|100.5|82.0|83.25|98.15|95.6|-0.151808456444218|-0.1632653061224489|0.2256097560975609|-0.1422594142259413|18|3
Billerud Aktiebolag|Aug|2025|83.1|93.6|82.3|90.4|83.25|82.0|0.0858858858858859|-0.0096269554753308|0.1373025516403401|0.0036585365853658|4|26
Billerud Aktiebolag|Sep|2025|90.55|91.55|86.25|86.75|90.4|82.3|-0.0403761061946903|-0.0474875759249033|0.0614492753623188|0.0479951397326854|12|1
Boliden AB|Jan|2008|80.75|86.0|50.0|57.25||||-0.3808049535603715|0.72||24|4
Boliden AB|Feb|2008|59.0|74.25|55.5|71.0|57.25|50.0|0.2401746724890829|-0.059322033898305|0.3378378378378379|0.1100000000000001|6|28
Boliden AB|Mar|2008|68.75|71.0|53.75|63.25|71.0|55.5|-0.1091549295774647|-0.2181818181818181|0.3209302325581395|-0.0315315315315315|20|4
Boliden AB|Apr|2008|63.25|70.0|61.25|65.25|63.25|53.75|0.0316205533596838|-0.0316205533596838|0.1428571428571428|0.1395348837209302|14|29
Boliden AB|May|2008|65.75|79.0|64.25|67.75|65.25|61.25|0.0383141762452108|-0.0228136882129277|0.2295719844357977|0.0489795918367346|2|16
Boliden AB|Jun|2008|68.75|69.75|47.0|49.1|67.75|64.25|-0.2752767527675276|-0.3163636363636364|0.4840425531914893|-0.2684824902723736|24|3
Boliden AB|Jul|2008|49.1|49.3|33.4|35.9|49.1|47.0|-0.2688391038696538|-0.319755600814664|0.4760479041916168|-0.2893617021276596|25|1
Boliden AB|Aug|2008|35.7|42.8|32.4|40.7|35.9|33.4|0.1337047353760447|-0.092436974789916|0.3209876543209875|-0.029940119760479|5|22
Boliden AB|Sep|2008|40.6|41.7|25.5|28.4|40.7|32.4|-0.3022113022113023|-0.3719211822660099|0.635294117647059|-0.2129629629629629|30|2
Boliden AB|Oct|2008|29.2|30.8|14.6|18.5|28.4|25.5|-0.3485915492957746|-0.5|1.1095890410958904|-0.4274509803921569|28|14
Boliden AB|Nov|2008|19.1|25.8|15.7|19.0|18.5|14.6|0.0270270270270269|-0.1780104712041885|0.6433121019108281|0.0753424657534247|20|5
Boliden AB|Dec|2008|19.4|19.6|15.7|17.8|19.0|15.7|-0.063157894736842|-0.190721649484536|0.248407643312102|0.0|5|11
Boliden AB|Jan|2009|18.1|22.3|16.3|17.0|17.8|15.7|-0.0449438202247191|-0.0994475138121547|0.3680981595092023|0.0382165605095541|23|9
Boliden AB|Feb|2009|16.9|27.4|16.1|25.1|17.0|16.3|0.4764705882352942|-0.0473372781065086|0.7018633540372667|-0.0122699386503066|3|16
Boliden AB|Mar|2009|25.0|45.0|24.5|42.4|25.1|16.1|0.689243027888446|-0.02|0.8367346938775511|0.5217391304347825|2|27
Boliden AB|Apr|2009|42.4|60.0|40.8|51.5|42.4|24.5|0.2146226415094341|-0.0377358490566037|0.4705882352941177|0.6653061224489796|1|17
Boliden AB|May|2009|53.0|62.75|48.8|58.5|51.5|40.8|0.1359223300970873|-0.079245283018868|0.285860655737705|0.196078431372549|14|7
Boliden AB|Jun|2009|59.75|66.75|53.75|58.25|58.5|48.8|-0.0042735042735042|-0.100418410041841|0.241860465116279|0.1014344262295081|23|11
Boliden AB|Jul|2009|58.5|79.75|53.25|77.75|58.25|53.75|0.3347639484978542|-0.0897435897435897|0.4976525821596245|-0.0093023255813953|13|27
Boliden AB|Aug|2009|77.75|83.25|71.3|73.0|77.75|53.25|-0.0610932475884243|-0.0829581993569131|0.1676016830294531|0.3389671361502346|31|6
Boliden AB|Sep|2009|73.5|81.3|67.5|74.9|73.0|71.3|0.026027397260274|-0.0816326530612244|0.2044444444444444|-0.0532959326788218|2|17
Boliden AB|Oct|2009|74.9|93.25|69.8|87.75|74.9|67.5|0.1715620827770358|-0.068090787716956|0.3359598853868195|0.0340740740740739|2|26
Boliden AB|Nov|2009|85.5|95.3|84.2|87.7|87.75|69.8|-0.0005698005698004|-0.0152046783625731|0.1318289786223276|0.2063037249283668|3|18
Boliden AB|Dec|2009|88.85|94.2|88.1|92.1|87.7|84.2|0.050171037628278|-0.0084411930219471|0.069239500567537|0.0463182897862231|18|3
Boliden AB|Jan|2010|92.5|108.7|92.5|99.85|92.1|88.1|0.0841476655808903|0.0|0.1751351351351351|0.0499432463110103|4|19
Boliden AB|Feb|2010|99.5|107.2|85.0|87.25|99.85|92.5|-0.1261892839258888|-0.1457286432160803|0.2611764705882353|-0.081081081081081|15|3
Boliden AB|Mar|2010|89.75|103.2|89.7|103.2|87.25|85.0|0.1828080229226361|-0.0005571030640668|0.1505016722408025|0.0552941176470589|1|31
Boliden AB|Apr|2010|104.0|113.9|95.55|100.9|103.2|89.7|-0.0222868217054262|-0.08125|0.1920460491889064|0.0652173913043476|28|16
Boliden AB|May|2010|99.2|99.5|81.65|94.5|100.9|95.55|-0.0634291377601585|-0.1769153225806451|0.2186160440906306|-0.1454735740450025|20|3
Boliden AB|Jun|2010|93.2|100.3|85.0|87.25|94.5|81.65|-0.0767195767195767|-0.0879828326180257|0.1799999999999999|0.0410287813839558|30|21
Boliden AB|Jul|2010|85.8|91.25|81.75|85.85|87.25|85.0|-0.0160458452722063|-0.0472027972027971|0.1162079510703364|-0.038235294117647|19|14
Boliden AB|Aug|2010|86.8|94.45|79.5|83.75|85.85|81.75|-0.0244612696563772|-0.0841013824884792|0.1880503144654088|-0.0275229357798164|25|6
Boliden AB|Sep|2010|84.35|104.8|83.6|102.1|83.75|79.5|0.2191044776119401|-0.0088915234143449|0.2535885167464116|0.0515723270440251|1|27
Boliden AB|Oct|2010|102.8|118.1|101.4|113.4|102.1|83.6|0.1106758080313419|-0.0136186770428015|0.1646942800788953|0.2129186602870814|4|27
Boliden AB|Nov|2010|114.8|127.0|113.2|120.9|113.4|101.4|0.066137566137566|-0.0139372822299651|0.1219081272084805|0.1163708086785009|1|9
Boliden AB|Dec|2010|121.9|137.7|121.5|136.7|120.9|113.2|0.1306865177832918|-0.0032813781788351|0.1333333333333333|0.0733215547703181|1|30
Boliden AB|Jan|2011|138.3|143.5|132.2|134.5|136.7|121.5|-0.0160936356986099|-0.0441070137382503|0.0854765506807868|0.088065843621399|31|4
Boliden AB|Feb|2011|136.6|139.6|126.1|135.2|134.5|132.2|0.0052044609665427|-0.0768667642752561|0.1070578905630452|-0.0461422087745839|24|2
Boliden AB|Mar|2011|135.6|137.6|114.8|136.0|135.2|126.1|0.0059171597633136|-0.1533923303834807|0.1986062717770034|-0.0896114195083267|15|4
Boliden AB|Apr|2011|136.7|141.8|128.6|136.2|136.0|114.8|0.0014705882352941|-0.0592538405267007|0.1026438569206844|0.1202090592334494|18|11
Boliden AB|May|2011|136.5|138.7|113.7|120.7|136.2|128.6|-0.1138032305433185|-0.167032967032967|0.2198768689533858|-0.1158631415241057|12|2
Boliden AB|Jun|2011|120.6|123.4|105.1|116.8|120.7|113.7|-0.0323115161557581|-0.1285240464344942|0.1741198858230257|-0.0756376429199648|27|3
Boliden AB|Jul|2011|117.0|120.2|103.3|109.2|116.8|105.1|-0.0650684931506848|-0.1170940170940171|0.1636011616650532|-0.017126546146527|19|8
Boliden AB|Aug|2011|111.7|113.7|72.3|87.45|109.2|103.3|-0.1991758241758241|-0.3527305282005372|0.5726141078838176|-0.3000968054211036|19|1
Boliden AB|Sep|2011|88.4|88.9|65.55|71.85|87.45|72.3|-0.1783876500857634|-0.2584841628959277|0.3562166285278414|-0.0933609958506224|23|1
Boliden AB|Oct|2011|69.6|101.0|65.35|93.2|71.85|65.55|0.2971468336812806|-0.0610632183908046|0.5455241009946443|-0.0030511060259343|4|28
Boliden AB|Nov|2011|89.5|98.0|80.9|97.25|93.2|65.35|0.0434549356223175|-0.0960893854748602|0.211372064276885|0.2379495026778884|25|30
Boliden AB|Dec|2011|97.3|104.7|92.65|100.5|97.25|80.9|0.0334190231362467|-0.0477903391572455|0.1300593631948192|0.1452410383189122|19|7
Boliden AB|Jan|2012|101.1|120.5|100.1|116.3|100.5|92.65|0.1572139303482587|-0.0098911968348169|0.2037962037962037|0.0804101457096599|2|26
Boliden AB|Feb|2012|116.2|125.6|114.1|115.9|116.3|100.1|-0.0034393809114359|-0.0180722891566266|0.1007887817703769|0.1398601398601398|16|9
Boliden AB|Mar|2012|115.0|115.4|101.4|103.9|115.9|114.1|-0.1035375323554788|-0.1182608695652173|0.1380670611439842|-0.1113058720420683|29|2
Boliden AB|Apr|2012|105.2|108.3|98.6|107.6|103.9|101.4|0.0356111645813281|-0.0627376425855513|0.0983772819472617|-0.0276134122287969|10|30
Boliden AB|May|2012|109.4|110.8|88.4|92.7|107.6|98.6|-0.1384758364312267|-0.1919561243144424|0.253393665158371|-0.1034482758620688|18|3
Boliden AB|Jun|2012|93.9|99.45|87.8|96.0|92.7|88.4|0.035598705501618|-0.0649627263045794|0.1326879271070615|-0.0067873303167421|4|20
Boliden AB|Jul|2012|96.1|104.6|94.65|103.8|96.0|87.8|0.08125|-0.0150884495317376|0.1051241415742207|0.0780182232346242|23|30
Boliden AB|Aug|2012|103.3|107.2|96.2|97.3|103.8|94.65|-0.0626204238921002|-0.068731848983543|0.1143451143451144|0.0163761225567882|31|9
Boliden AB|Sep|2012|97.3|116.3|97.0|109.5|97.3|96.2|0.1253854059609456|-0.0030832476875641|0.1989690721649484|0.0083160083160083|5|14
Boliden AB|Oct|2012|109.2|119.0|109.0|115.9|109.5|97.0|0.058447488584475|-0.0018315018315018|0.0917431192660549|0.1237113402061855|1|19
Boliden AB|Nov|2012|115.5|119.5|109.0|117.7|115.9|109.0|0.0155306298533217|-0.0562770562770562|0.0963302752293577|0.0|16|2
Boliden AB|Dec|2012|118.1|123.9|117.1|122.1|117.7|109.0|0.0373831775700934|-0.008467400508044|0.0580700256191291|0.0743119266055045|4|19
Boliden AB|Jan|2013|124.9|126.7|115.4|117.6|122.1|117.1|-0.0368550368550368|-0.0760608486789431|0.0979202772963605|-0.0145175064047821|28|3
Boliden AB|Feb|2013|117.7|120.4|108.7|109.8|117.6|115.4|-0.0663265306122449|-0.076465590484282|0.1076356945722172|-0.0580589254766031|21|6
Boliden AB|Mar|2013|110.1|111.9|102.5|104.9|109.8|108.7|-0.0446265938069215|-0.0690281562216166|0.0917073170731708|-0.0570377184912603|22|6
Boliden AB|Apr|2013|104.6|108.8|94.05|102.6|104.9|102.5|-0.0219256434699715|-0.1008604206500956|0.1568314726209463|-0.0824390243902439|23|10
Boliden AB|May|2013|101.7|103.3|95.05|95.65|102.6|94.05|-0.0677387914230018|-0.0653883972468043|0.0867964229352973|0.0106326422115896|30|3
Boliden AB|Jun|2013|95.5|96.95|82.5|83.15|95.65|95.05|-0.130684788290643|-0.1361256544502618|0.1751515151515152|-0.1320357706470278|24|3
Boliden AB|Jul|2013|83.5|96.0|80.15|92.2|83.15|82.5|0.1088394467829223|-0.0401197604790418|0.1977542108546475|-0.0284848484848484|3|17
Boliden AB|Aug|2013|92.6|101.8|89.7|96.75|92.2|80.15|0.049349240780911|-0.0313174946004318|0.1348940914158305|0.1191515907673113|7|14
Boliden AB|Sep|2013|98.35|106.4|94.7|96.3|96.75|89.7|-0.0046511627906976|-0.0371123538383324|0.1235480464625131|0.055741360089186|30|10
Boliden AB|Oct|2013|96.3|99.9|87.55|92.3|96.3|94.7|-0.0415368639667704|-0.0908618899273104|0.1410622501427756|-0.0755015839493137|9|22
Boliden AB|Nov|2013|92.5|96.45|88.75|95.95|92.3|87.55|0.0395449620801733|-0.0405405405405405|0.0867605633802817|0.0137064534551685|26|7
Boliden AB|Dec|2013|95.8|99.95|88.15|98.45|95.95|88.75|0.0260552371026576|-0.0798538622129435|0.1338627339761768|-0.0067605633802816|16|30
Boliden AB|Jan|2014|98.55|105.7|96.2|99.65|98.45|88.15|0.0121889283900458|-0.0238457635717909|0.0987525987525987|0.0913216108905274|9|21
Boliden AB|Feb|2014|99.45|104.5|95.4|101.7|99.65|96.2|0.0205720020070245|-0.0407239819004524|0.0953878406708594|-0.0083160083160083|4|12
Boliden AB|Mar|2014|99.0|101.4|90.75|98.4|101.7|95.4|-0.0324483775811209|-0.0833333333333333|0.1173553719008264|-0.0487421383647799|14|7
Boliden AB|Apr|2014|98.8|99.7|95.0|98.8|98.4|90.75|0.0040650406504063|-0.0384615384615384|0.0494736842105263|0.0468319559228649|14|2
Boliden AB|May|2014|98.55|98.95|90.7|93.0|98.8|95.0|-0.0587044534412954|-0.0796549974632165|0.0909592061742006|-0.0452631578947367|6|5
Boliden AB|Jun|2014|93.6|98.75|90.9|96.95|93.0|90.7|0.0424731182795699|-0.0288461538461537|0.0863586358635863|0.0022050716648291|17|23
Boliden AB|Jul|2014|97.6|116.2|97.6|112.3|96.95|90.9|0.1583290355853532|0.0|0.1905737704918033|0.0737073707370736|1|25
Boliden AB|Aug|2014|111.9|112.2|105.6|110.7|112.3|97.6|-0.014247551202137|-0.0563002680965148|0.0625|0.0819672131147541|8|4
Boliden AB|Sep|2014|110.9|119.7|110.4|117.1|110.7|105.6|0.057813911472448|-0.0045085662759242|0.0842391304347824|0.0454545454545456|1|17
Boliden AB|Oct|2014|116.8|122.8|102.1|121.7|117.1|110.4|0.0392826643894108|-0.1258561643835616|0.2027424094025465|-0.0751811594202899|16|29
Boliden AB|Nov|2014|121.7|129.9|118.3|126.0|121.7|102.1|0.0353327855382086|-0.027937551355793|0.0980557903634826|0.1586679725759059|6|26
Boliden AB|Dec|2014|124.2|128.9|116.8|125.5|126.0|118.3|-0.0039682539682539|-0.0595813204508857|0.103595890410959|-0.0126796280642434|16|22
Boliden AB|Jan|2015|125.6|134.4|112.1|129.8|125.5|116.8|0.0342629482071714|-0.107484076433121|0.1989295272078501|-0.0402397260273973|14|12
Boliden AB|Feb|2015|130.0|172.8|129.6|168.8|129.8|112.1|0.3004622496147919|-0.003076923076923|0.3333333333333335|0.1561106155218554|2|26
Boliden AB|Mar|2015|169.0|177.6|154.5|171.4|168.8|129.6|0.0154028436018958|-0.0857988165680473|0.149514563106796|0.1921296296296297|5|30
Boliden AB|Apr|2015|171.3|201.1|168.5|181.9|171.4|154.5|0.0612602100350059|-0.0163455925277291|0.1934718100890207|0.0906148867313916|2|28
Boliden AB|May|2015|182.4|186.9|169.2|182.8|181.9|168.5|0.0049477735019241|-0.0723684210526316|0.1046099290780142|0.004154302670623|6|4
Boliden AB|Jun|2015|183.8|184.5|150.9|151.1|182.8|169.2|-0.1734135667396061|-0.1789989118607181|0.2226640159045725|-0.1081560283687942|29|1
Boliden AB|Jul|2015|152.0|177.9|145.1|159.3|151.1|150.9|0.0542686962276639|-0.0453947368421052|0.2260509993108201|-0.0384360503644798|8|20
Boliden AB|Aug|2015|159.7|173.0|124.1|139.9|159.3|145.1|-0.1217827997489015|-0.2229179711959924|0.3940370668815471|-0.1447277739490007|24|10
Boliden AB|Sep|2015|138.2|149.6|121.6|130.8|139.9|124.1|-0.0650464617583987|-0.1201157742402315|0.2302631578947369|-0.0201450443190974|29|9
Boliden AB|Oct|2015|132.9|169.2|129.2|163.6|130.8|121.6|0.2507645259938835|-0.0278404815650866|0.3095975232198142|0.0625|1|26
Boliden AB|Nov|2015|162.8|171.7|147.4|160.3|163.6|129.2|-0.0201711491442542|-0.0945945945945946|0.1648575305291721|0.1408668730650155|16|4
Boliden AB|Dec|2015|160.5|161.1|134.6|142.9|160.3|147.4|-0.1085464753587024|-0.1613707165109035|0.1968796433878157|-0.0868385345997286|18|1
Boliden AB|Jan|2016|140.2|143.6|109.0|118.5|142.9|134.6|-0.1707487753673898|-0.2225392296718972|0.3174311926605504|-0.1901931649331352|21|5
Boliden AB|Feb|2016|119.4|130.8|100.0|129.4|118.5|109.0|0.0919831223628693|-0.1624790619765495|0.308|-0.0825688073394494|12|22
Boliden AB|Mar|2016|130.0|142.7|124.6|129.9|129.4|100.0|0.0038639876352395|-0.0415384615384616|0.1452648475120384|0.246|29|4
Boliden AB|Apr|2016|128.5|143.6|121.5|140.0|129.9|124.6|0.077752117013087|-0.0544747081712062|0.1818930041152262|-0.0248796147672551|7|28
Boliden AB|May|2016|140.0|148.8|129.5|147.6|140.0|121.5|0.0542857142857142|-0.0749999999999999|0.1490347490347492|0.0658436213991768|13|26
Boliden AB|Jun|2016|147.5|163.4|143.5|162.8|147.6|129.5|0.1029810298102982|-0.0271186440677966|0.1386759581881533|0.1081081081081081|1|30
Boliden AB|Jul|2016|162.9|189.6|162.2|188.2|162.8|143.5|0.1560196560196558|-0.0042971147943524|0.1689272503082615|0.130313588850174|5|20
Boliden AB|Aug|2016|189.0|195.6|180.8|181.3|188.2|162.2|-0.0366631243358128|-0.0433862433862433|0.0818584070796459|0.1146732429099879|31|16
Boliden AB|Sep|2016|182.7|202.5|176.5|201.6|181.3|180.8|0.1119691119691119|-0.0339354132457579|0.1473087818696883|-0.023783185840708|12|29
Boliden AB|Oct|2016|201.0|213.5|200.0|209.3|201.6|176.5|0.0381944444444444|-0.0049751243781094|0.0674999999999999|0.1331444759206799|5|20
Boliden AB|Nov|2016|211.5|252.3|200.9|238.2|209.3|200.0|0.1380793119923553|-0.0501182033096926|0.2558486809357889|0.0044999999999999|9|28
Boliden AB|Dec|2016|238.2|258.2|234.5|237.9|238.2|200.9|-0.0012594458438286|-0.0155331654072208|0.1010660980810234|0.1672473867595818|23|8
Boliden AB|Jan|2017|237.6|263.2|236.1|255.1|237.9|234.5|0.0722992854140394|-0.0063131313131312|0.1147818720880982|0.0068230277185501|9|25
Boliden AB|Feb|2017|255.9|290.5|248.6|275.6|255.1|236.1|0.0803606428851431|-0.028526768268855|0.1685438455349959|0.0529436679373147|9|13
Boliden AB|Mar|2017|278.4|284.1|259.3|267.0|275.6|248.6|-0.0312046444121916|-0.0686063218390803|0.0956421133821827|0.0430410297666936|28|2
Boliden AB|Apr|2017|267.5|284.1|249.2|253.2|267.0|259.3|-0.051685393258427|-0.068411214953271|0.140048154093098|-0.0389510219822599|27|10
Boliden AB|May|2017|254.0|256.5|235.1|237.9|253.2|249.2|-0.0604265402843601|-0.0744094488188976|0.0910250957039557|-0.056581059390048|18|2
Boliden AB|Jun|2017|237.3|244.9|222.7|229.9|237.9|235.1|-0.0336275746111811|-0.0615254951538137|0.0996856757970363|-0.0527435133985538|15|9
Boliden AB|Jul|2017|231.5|261.3|226.6|253.6|229.9|222.7|0.1030882992605479|-0.0211663066954643|0.1531332744924978|0.0175123484508308|10|27
Boliden AB|Aug|2017|254.4|282.1|248.5|278.0|253.6|226.6|0.0962145110410095|-0.0231918238993711|0.1352112676056338|0.0966460723742277|3|31
Boliden AB|Sep|2017|279.9|285.9|267.3|275.7|278.0|248.5|-0.008273381294964|-0.0450160771704178|0.0695847362514028|0.0756539235412474|22|12
Boliden AB|Oct|2017|276.1|307.9|276.0|293.0|275.7|267.3|0.0627493652520856|-0.0003621876131837|0.1155797101449274|0.0325476992143658|2|23
Boliden AB|Nov|2017|295.7|303.2|264.7|264.7|293.0|276.0|-0.0965870307167235|-0.1048359824146094|0.1454476766150358|-0.0409420289855072|30|6
Boliden AB|Dec|2017|264.0|283.8|255.1|280.6|264.7|264.7|0.0600680015111447|-0.0337121212121211|0.1125049000392004|-0.0362674726105024|6|28
Boliden AB|Jan|2018|280.6|301.2|280.0|285.8|280.6|255.1|0.0185317177476835|-0.0021382751247327|0.0757142857142856|0.097608780870247|2|11
Boliden AB|Feb|2018|286.7|299.5|265.1|294.9|285.8|280.0|0.0318404478656402|-0.0753400767352632|0.1297623538287438|-0.0532142857142856|6|27
Boliden AB|Mar|2018|293.9|298.8|279.3|292.5|294.9|265.1|-0.0081383519837232|-0.0496767608029941|0.0698174006444682|0.053564692568842|5|14
Boliden AB|Apr|2018|292.5|315.8|283.2|304.8|292.5|279.3|0.0420512820512821|-0.0317948717948718|0.1151129943502826|0.0139634801288934|4|24
Boliden AB|May|2018|308.3|327.9|306.6|310.85|304.8|283.2|0.0198490813648293|-0.0055141096334738|0.0694716242661446|0.0826271186440679|30|22
Boliden AB|Jun|2018|311.75|328.4|280.1|290.6|310.85|306.6|-0.0651439601093775|-0.1015236567762629|0.1724384148518385|-0.0864318330071755|26|7
Boliden AB|Jul|2018|287.05|293.15|251.0|262.0|290.6|280.1|-0.0984170681348933|-0.1255878766765372|0.1679282868525895|-0.1038914673330954|20|9
Boliden AB|Aug|2018|260.6|264.3|239.4|239.4|262.0|251.0|-0.0862595419847328|-0.081350729086723|0.1040100250626565|-0.0462151394422311|31|9
Boliden AB|Sep|2018|239.0|249.3|221.85|247.9|239.4|239.4|0.0355054302422723|-0.0717573221757322|0.1237322515212981|-0.0733082706766917|11|28
Boliden AB|Oct|2018|248.5|257.4|190.12|209.15|247.9|221.85|-0.1563130294473578|-0.2349295774647887|0.3538817588891225|-0.1430245661482984|25|3
Boliden AB|Nov|2018|208.35|221.65|193.7|203.9|209.15|190.12|-0.0251016017212526|-0.070314374850012|0.144295302013423|0.01883021249737|20|2
Boliden AB|Dec|2018|212.15|215.0|187.8|191.98|203.9|193.7|-0.0584600294261893|-0.114777280226255|0.1448349307774228|-0.0304594734124934|27|3
Boliden AB|Jan|2019|191.0|227.6|181.52|225.8|191.98|187.8|0.1761641837691427|-0.049633507853403|0.25385632437197|-0.0334398296059638|2|31
Boliden AB|Feb|2019|226.65|256.3|224.8|252.75|225.8|181.52|0.1193534100974313|-0.0081623648797705|0.1401245551601424|0.2384310268840899|8|25
Boliden AB|Mar|2019|254.0|265.5|237.5|264.6|252.75|224.8|0.0468842729970326|-0.0649606299212598|0.1178947368421052|0.0564946619217081|8|29
Boliden AB|Apr|2019|267.6|291.7|267.6|282.0|264.6|237.5|0.0657596371882085|0.0|0.0900597907324363|0.1267368421052632|1|17
Boliden AB|May|2019|280.0|280.0|211.15|216.3|282.0|267.6|-0.2329787234042553|-0.2458928571428571|0.3260715131423157|-0.210949177877429|31|2
Boliden AB|Jun|2019|214.0|239.05|211.6|237.45|216.3|211.15|0.0977808599167822|-0.011214953271028|0.129725897920605|0.0021311863604072|3|24
Boliden AB|Jul|2019|241.85|244.8|203.85|220.05|237.45|211.6|-0.0732785849652557|-0.1571221831713872|0.2008830022075056|-0.036625708884688|19|1
Boliden AB|Aug|2019|218.1|218.15|191.44|217.0|220.05|203.85|-0.0138604862531243|-0.1222375057313158|0.1395215211032177|-0.060878096639686|15|1
Boliden AB|Sep|2019|217.0|253.5|210.8|226.25|217.0|191.44|0.0426267281105989|-0.0285714285714284|0.2025616698292218|0.1011282908483075|3|16
Boliden AB|Oct|2019|225.6|268.55|214.1|259.65|226.25|210.8|0.1476243093922651|-0.0509751773049645|0.2543204110228865|0.0156546489563567|3|29
Boliden AB|Nov|2019||278.25|244.8|247.0|259.65|214.1|-0.0487194300019255||0.1366421568627449|0.1433909388136385|29|7
Boliden AB|Dec|2019|247.6|258.6|238.4|248.5|247.0|244.8|0.0060728744939271|-0.0371567043618739|0.0847315436241611|-0.0261437908496732|3|13
Boliden AB|Jan|2020|248.6|266.1|227.7|229.3|248.5|238.4|-0.0772635814889335|-0.084070796460177|0.1686429512516469|-0.0448825503355705|31|17
Boliden AB|Feb|2020|230.0|250.6|193.9|198.4|229.3|227.7|-0.1347579590056694|-0.1569565217391304|0.2924187725631768|-0.1484409310496266|28|6
Boliden AB|Mar|2020|204.9|210.9|137.15|181.3|198.4|193.9|-0.0861895161290322|-0.3306490971205466|0.5377324097703244|-0.2926766374419803|16|3
Boliden AB|Apr|2020|176.05|210.1|172.15|200.3|181.3|137.15|0.1047986762272477|-0.02215279750071|0.2204472843450478|0.2551950419248998|2|29
Boliden AB|May|2020|191.3|212.3|179.05|204.2|200.3|172.15|0.0194707938092859|-0.064035546262415|0.1857023177883272|0.0400813244263724|14|28
Boliden AB|Jun|2020|209.0|222.0|199.05|212.0|204.2|179.05|0.0381978452497551|-0.0476076555023923|0.1152976639035416|0.111700642278693|12|8
Boliden AB|Jul|2020|213.5|254.1|213.0|237.9|212.0|199.05|0.1221698113207547|-0.0023419203747072|0.1929577464788732|0.0700828937452899|1|23
Boliden AB|Aug|2020|237.8|262.8|237.1|257.9|237.9|213.0|0.0840689365279527|-0.0029436501261564|0.108393083087305|0.1131455399061032|3|31
Boliden AB|Sep|2020|263.2|279.4|258.1|266.7|257.9|237.1|0.0341217526172936|-0.0193768996960485|0.0825261526540099|0.0885702235343737|4|18
Boliden AB|Oct|2020|266.7|267.6|239.0|243.2|266.7|258.1|-0.0881139857517809|-0.1038620172478439|0.1196652719665272|-0.0740023246803565|30|1
Boliden AB|Nov|2020|244.6|300.0|243.0|295.5|243.2|239.0|0.2150493421052632|-0.0065412919051512|0.2345679012345678|0.0167364016736402|2|30
Boliden AB|Dec|2020|296.8|302.2|277.1|291.4|295.5|243.0|-0.0138747884940778|-0.0663746630727762|0.0905810176831467|0.1403292181069959|15|2
Boliden AB|Jan|2021|295.0|320.4|271.0|275.0|291.4|277.1|-0.0562800274536718|-0.0813559322033898|0.1822878228782287|-0.0220137134608445|28|8
Boliden AB|Feb|2021|284.0|346.5|281.1|334.5|275.0|271.0|0.2163636363636363|-0.0102112676056337|0.2326574172892208|0.0372693726937269|1|25
