Stock,ProbMethod,HistoricalPeakThreshold,CurrentProb_Bin,DTE_Bin,RecoveryCandidate_N,RecoveryCandidate_WorthlessCount,RecoveryCandidate_WorthlessRate_pct,AllOptions_N,AllOptions_WorthlessCount,AllOptions_WorthlessRate_pct,RecoveryAdvantage_pp
Billerud Aktiebolag,Bayesian Calibrated,0.8,80-90%,29-35,27,23,85.18518518518519,27,23,85.18518518518519,0.0
Billerud Aktiebolag,Bayesian Calibrated,0.8,80-90%,0-7,33,28,84.84848484848484,33,28,84.84848484848484,0.0
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,15-21,32,29,90.625,46,37,80.43478260869566,10.190217391304344
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,22-28,17,15,88.23529411764706,24,19,79.16666666666666,9.0686274509804
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,36+,143,110,76.92307692307693,178,115,64.60674157303372,12.316335350043218
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,29-35,36,25,69.44444444444444,48,26,54.166666666666664,15.277777777777779
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,8-14,15,11,73.33333333333333,43,27,62.7906976744186,10.542635658914726
Billerud Aktiebolag,Bayesian Calibrated,0.8,60-70%,0-7,7,6,85.71428571428571,24,18,75.0,10.714285714285708
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,8-14,8,7,87.5,28,16,57.14285714285714,30.35714285714286
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,15-21,15,13,86.66666666666667,27,19,70.37037037037037,16.296296296296305
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,22-28,24,19,79.16666666666666,34,25,73.52941176470588,5.637254901960773
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,36+,142,105,73.94366197183099,196,112,57.14285714285714,16.800804828973853
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,29-35,8,6,75.0,12,6,50.0,25.0
Billerud Aktiebolag,Bayesian Calibrated,0.8,50-60%,0-7,11,9,81.81818181818183,32,22,68.75,13.068181818181827
Boliden AB,Bayesian Calibrated,0.8,80-90%,0-7,547,469,85.74040219378428,547,469,85.74040219378428,0.0
Boliden AB,Bayesian Calibrated,0.8,80-90%,8-14,413,360,87.16707021791767,413,360,87.16707021791767,0.0
Boliden AB,Bayesian Calibrated,0.8,80-90%,15-21,225,186,82.66666666666667,225,186,82.66666666666667,0.0
Boliden AB,Bayesian Calibrated,0.8,80-90%,22-28,128,117,91.40625,128,117,91.40625,0.0
Boliden AB,Bayesian Calibrated,0.8,80-90%,36+,268,224,83.5820895522388,268,224,83.5820895522388,0.0
Boliden AB,Bayesian Calibrated,0.8,80-90%,29-35,41,40,97.5609756097561,41,40,97.5609756097561,0.0
Boliden AB,Bayesian Calibrated,0.8,70-80%,0-7,219,191,87.21461187214612,310,237,76.45161290322581,10.762998968920314
Boliden AB,Bayesian Calibrated,0.8,70-80%,8-14,439,379,86.33257403189066,553,426,77.03435804701627,9.298215984874389
Boliden AB,Bayesian Calibrated,0.8,70-80%,15-21,188,158,84.04255319148936,209,164,78.4688995215311,5.5736536699582615
Boliden AB,Bayesian Calibrated,0.8,70-80%,22-28,96,83,86.45833333333334,109,89,81.65137614678899,4.806957186544352
Boliden AB,Bayesian Calibrated,0.8,70-80%,36+,215,172,80.0,230,172,74.78260869565217,5.217391304347828
Boliden AB,Bayesian Calibrated,0.8,70-80%,29-35,26,21,80.76923076923077,26,21,80.76923076923077,0.0
Boliden AB,Bayesian Calibrated,0.8,60-70%,0-7,168,130,77.38095238095238,282,184,65.24822695035462,12.132725430597759
Boliden AB,Bayesian Calibrated,0.8,60-70%,8-14,197,163,82.74111675126903,290,203,70.0,12.741116751269033
Boliden AB,Bayesian Calibrated,0.8,60-70%,15-21,197,165,83.75634517766497,260,179,68.84615384615384,14.910191331511129
Boliden AB,Bayesian Calibrated,0.8,60-70%,22-28,63,51,80.95238095238095,77,57,74.02597402597402,6.926406926406926
Boliden AB,Bayesian Calibrated,0.8,60-70%,36+,170,135,79.41176470588235,203,137,67.48768472906403,11.92407997681832
Boliden AB,Bayesian Calibrated,0.8,60-70%,29-35,14,10,71.42857142857143,14,10,71.42857142857143,0.0
Boliden AB,Bayesian Calibrated,0.8,50-60%,36+,45,33,73.33333333333333,55,33,60.0,13.333333333333329
Boliden AB,Bayesian Calibrated,0.8,50-60%,29-35,42,29,69.04761904761905,47,29,61.702127659574465,7.345491388044586
Boliden AB,Bayesian Calibrated,0.8,50-60%,22-28,20,13,65.0,25,15,60.0,5.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,0-7,10,10,100.0,19,17,89.47368421052632,10.526315789473685
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,15-21,12,7,58.333333333333336,13,7,53.84615384615385,4.487179487179489
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,8-14,27,22,81.48148148148148,37,27,72.97297297297297,8.508508508508513
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,36+,29,22,75.86206896551724,32,23,71.875,3.9870689655172384
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,22-28,7,6,85.71428571428571,8,7,87.5,-1.7857142857142918
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,70-80%,29-35,19,14,73.68421052631578,22,14,63.63636363636363,10.047846889952147
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,0-7,14,11,78.57142857142857,32,25,78.125,0.4464285714285694
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,15-21,8,5,62.5,10,5,50.0,12.5
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,8-14,7,5,71.42857142857143,16,9,56.25,15.17857142857143
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,29-35,8,5,62.5,11,6,54.54545454545454,7.95454545454546
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,36+,48,37,77.08333333333334,65,42,64.61538461538461,12.46794871794873
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,60-70%,22-28,4,3,75.0,4,3,75.0,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,15-21,8,6,75.0,8,6,75.0,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,0-7,22,18,81.81818181818183,22,18,81.81818181818183,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,8-14,47,41,87.2340425531915,47,41,87.2340425531915,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,36+,56,46,82.14285714285714,56,46,82.14285714285714,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,22-28,11,11,100.0,11,11,100.0,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,80-90%,29-35,14,9,64.28571428571429,14,9,64.28571428571429,0.0
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,0-7,6,5,83.33333333333334,20,15,75.0,8.333333333333343
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,15-21,11,5,45.45454545454545,13,5,38.46153846153847,6.993006993006986
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,8-14,10,6,60.0,24,11,45.83333333333333,14.166666666666671
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,29-35,5,3,60.0,8,3,37.5,22.5
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,36+,35,27,77.14285714285715,67,35,52.23880597014925,24.904051172707902
BONESUPPORT HOLDING AB,Bayesian Calibrated,0.8,50-60%,22-28,1,0,0.0,4,1,25.0,-25.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,0-7,45,39,86.66666666666667,45,39,86.66666666666667,0.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,15-21,20,17,85.0,20,17,85.0,0.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,8-14,55,44,80.0,55,44,80.0,0.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,36+,197,165,83.75634517766497,197,165,83.75634517766497,0.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,29-35,22,19,86.36363636363636,22,19,86.36363636363636,0.0
Castellum AB,Bayesian Calibrated,0.8,80-90%,22-28,25,19,76.0,25,19,76.0,0.0
Castellum AB,Bayesian Calibrated,0.8,70-80%,15-21,20,17,85.0,23,19,82.6086956521739,2.391304347826093
Castellum AB,Bayesian Calibrated,0.8,70-80%,8-14,36,30,83.33333333333334,49,36,73.46938775510205,9.863945578231295
Castellum AB,Bayesian Calibrated,0.8,70-80%,36+,187,152,81.28342245989305,204,154,75.49019607843137,5.793226381461679
Castellum AB,Bayesian Calibrated,0.8,70-80%,29-35,20,17,85.0,21,18,85.71428571428571,-0.7142857142857082
Castellum AB,Bayesian Calibrated,0.8,70-80%,22-28,23,18,78.26086956521739,25,19,76.0,2.2608695652173907
Castellum AB,Bayesian Calibrated,0.8,70-80%,0-7,19,15,78.94736842105263,25,20,80.0,-1.05263157894737
Castellum AB,Bayesian Calibrated,0.8,60-70%,15-21,14,11,78.57142857142857,18,12,66.66666666666666,11.904761904761912
Castellum AB,Bayesian Calibrated,0.8,60-70%,8-14,13,10,76.92307692307693,18,12,66.66666666666666,10.256410256410277
Castellum AB,Bayesian Calibrated,0.8,60-70%,36+,171,134,78.3625730994152,198,138,69.6969696969697,8.665603402445498
Castellum AB,Bayesian Calibrated,0.8,60-70%,29-35,18,14,77.77777777777779,28,14,50.0,27.777777777777786
Castellum AB,Bayesian Calibrated,0.8,60-70%,0-7,16,12,75.0,23,19,82.6086956521739,-7.608695652173907
Castellum AB,Bayesian Calibrated,0.8,60-70%,22-28,11,9,81.81818181818183,14,9,64.28571428571429,17.532467532467535
Castellum AB,Bayesian Calibrated,0.8,50-60%,15-21,7,7,100.0,13,8,61.53846153846154,38.46153846153846
Castellum AB,Bayesian Calibrated,0.8,50-60%,8-14,18,12,66.66666666666666,33,15,45.45454545454545,21.212121212121204
Castellum AB,Bayesian Calibrated,0.8,50-60%,36+,160,123,76.875,201,128,63.681592039801,13.193407960199004
Castellum AB,Bayesian Calibrated,0.8,50-60%,22-28,20,14,70.0,26,15,57.692307692307686,12.307692307692314
Castellum AB,Bayesian Calibrated,0.8,50-60%,0-7,13,10,76.92307692307693,17,11,64.70588235294117,12.21719457013576
Castellum AB,Bayesian Calibrated,0.8,50-60%,29-35,21,16,76.19047619047619,30,16,53.333333333333336,22.857142857142854
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,0-7,121,93,76.85950413223141,121,93,76.85950413223141,0.0
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,15-21,55,49,89.0909090909091,55,49,89.0909090909091,0.0
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,8-14,133,104,78.19548872180451,133,104,78.19548872180451,0.0
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,36+,208,157,75.48076923076923,208,157,75.48076923076923,0.0
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,29-35,67,56,83.5820895522388,67,56,83.5820895522388,0.0
Dometic Group AB,Bayesian Calibrated,0.8,80-90%,22-28,40,29,72.5,40,29,72.5,0.0
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,0-7,31,19,61.29032258064516,55,33,60.0,1.2903225806451601
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,15-21,34,32,94.11764705882352,47,35,74.46808510638297,19.64956195244055
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,8-14,83,59,71.08433734939759,110,70,63.63636363636363,7.447973713033953
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,36+,228,169,74.12280701754386,257,172,66.9260700389105,7.196736978633368
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,29-35,33,23,69.6969696969697,38,25,65.78947368421053,3.907496012759168
Dometic Group AB,Bayesian Calibrated,0.8,60-70%,22-28,77,66,85.71428571428571,98,74,75.51020408163265,10.204081632653057
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,0-7,84,53,63.095238095238095,157,103,65.60509554140127,-2.509857446163174
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,8-14,23,20,86.95652173913044,25,21,84.0,2.9565217391304373
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,15-21,72,55,76.38888888888889,84,62,73.80952380952381,2.5793650793650755
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,36+,124,97,78.2258064516129,133,98,73.68421052631578,4.541595925297116
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,22-28,72,57,79.16666666666666,87,66,75.86206896551724,3.3045977011494188
Dometic Group AB,Bayesian Calibrated,0.8,70-80%,29-35,11,8,72.72727272727273,11,8,72.72727272727273,0.0
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,15-21,21,19,90.47619047619048,31,21,67.74193548387096,22.73425499231952
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,8-14,35,20,57.14285714285714,47,25,53.191489361702125,3.951367781155014
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,36+,217,156,71.88940092165899,267,160,59.925093632958806,11.964307288700184
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,29-35,27,20,74.07407407407408,39,24,61.53846153846154,12.535612535612536
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,22-28,43,38,88.37209302325581,66,46,69.6969696969697,18.675123326286112
Dometic Group AB,Bayesian Calibrated,0.8,50-60%,0-7,32,19,59.375,52,30,57.692307692307686,1.6826923076923137
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,0-7,8,7,87.5,34,21,61.76470588235294,25.735294117647058
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,15-21,14,12,85.71428571428571,25,14,56.00000000000001,29.7142857142857
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,8-14,37,20,54.054054054054056,61,34,55.73770491803278,-1.6836508639787269
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,36+,151,105,69.5364238410596,206,111,53.883495145631066,15.652928695428535
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,22-28,27,22,81.48148148148148,37,26,70.27027027027027,11.211211211211207
Elekta AB ser. B,Bayesian Calibrated,0.8,50-60%,29-35,4,1,25.0,4,1,25.0,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,15-21,35,29,82.85714285714286,35,29,82.85714285714286,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,8-14,38,29,76.31578947368422,38,29,76.31578947368422,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,36+,219,170,77.6255707762557,219,170,77.6255707762557,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,29-35,37,29,78.37837837837837,37,29,78.37837837837837,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,22-28,40,33,82.5,40,33,82.5,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,80-90%,0-7,53,41,77.35849056603774,53,41,77.35849056603774,0.0
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,15-21,21,19,90.47619047619048,27,22,81.48148148148148,8.994708994709
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,0-7,55,39,70.9090909090909,111,80,72.07207207207207,-1.1629811629811684
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,22-28,57,44,77.19298245614034,60,47,78.33333333333333,-1.1403508771929864
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,29-35,22,16,72.72727272727273,23,16,69.56521739130434,3.1620553359683896
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,36+,170,132,77.64705882352942,182,133,73.07692307692307,4.570135746606354
Elekta AB ser. B,Bayesian Calibrated,0.8,70-80%,8-14,26,21,80.76923076923077,47,33,70.2127659574468,10.556464811783968
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,15-21,17,15,88.23529411764706,23,16,69.56521739130434,18.670076726342714
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,8-14,30,19,63.33333333333333,46,28,60.86956521739131,2.463768115942017
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,36+,177,129,72.88135593220339,217,135,62.21198156682027,10.66937436538312
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,29-35,41,31,75.60975609756098,44,31,70.45454545454545,5.155210643015522
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,22-28,24,19,79.16666666666666,32,24,75.0,4.166666666666657
Elekta AB ser. B,Bayesian Calibrated,0.8,60-70%,0-7,10,8,80.0,20,12,60.0,20.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,0-7,351,307,87.46438746438746,351,307,87.46438746438746,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,8-14,343,271,79.00874635568513,343,271,79.00874635568513,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,15-21,105,83,79.04761904761905,105,83,79.04761904761905,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,36+,128,110,85.9375,128,110,85.9375,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,29-35,40,31,77.5,40,31,77.5,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,80-90%,22-28,6,4,66.66666666666666,6,4,66.66666666666666,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,0-7,105,82,78.0952380952381,210,154,73.33333333333333,4.761904761904773
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,8-14,191,149,78.01047120418848,243,183,75.30864197530865,2.7018292288798307
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,15-21,232,189,81.46551724137932,281,205,72.95373665480427,8.511780586575043
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,22-28,127,109,85.8267716535433,154,119,77.27272727272727,8.554044380816038
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,36+,154,135,87.66233766233766,197,159,80.71065989847716,6.951677763860502
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,70-80%,29-35,17,15,88.23529411764706,17,15,88.23529411764706,0.0
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,0-7,95,73,76.84210526315789,235,166,70.63829787234043,6.20380739081746
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,8-14,275,209,76.0,408,274,67.15686274509804,8.843137254901961
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,15-21,180,149,82.77777777777777,266,174,65.41353383458647,17.364243943191298
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,22-28,125,103,82.39999999999999,161,115,71.42857142857143,10.97142857142856
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,36+,159,139,87.42138364779875,212,161,75.94339622641509,11.47798742138366
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,60-70%,29-35,34,26,76.47058823529412,47,28,59.57446808510638,16.896120150187734
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,0-7,86,64,74.4186046511628,273,173,63.369963369963365,11.04864128119943
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,8-14,228,172,75.43859649122807,466,251,53.862660944206006,21.575935547022063
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,15-21,139,108,77.6978417266187,244,142,58.19672131147541,19.501120415143298
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,29-35,20,16,80.0,39,17,43.58974358974359,36.41025641025641
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,22-28,71,55,77.46478873239437,96,60,62.5,14.964788732394368
"Electrolux, AB ser. B",Bayesian Calibrated,0.8,50-60%,36+,163,142,87.11656441717791,238,156,65.54621848739495,21.57034592978296
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,15-21,65,51,78.46153846153847,65,51,78.46153846153847,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,36+,502,406,80.87649402390437,502,406,80.87649402390437,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,22-28,61,48,78.68852459016394,61,48,78.68852459016394,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,29-35,24,8,33.33333333333333,24,8,33.33333333333333,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,8-14,38,28,73.68421052631578,38,28,73.68421052631578,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,80-90%,0-7,35,34,97.14285714285714,35,34,97.14285714285714,0.0
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,15-21,23,17,73.91304347826086,32,20,62.5,11.41304347826086
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,29-35,30,16,53.333333333333336,45,18,40.0,13.333333333333336
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,36+,364,285,78.2967032967033,518,384,74.13127413127413,4.165429165429174
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,22-28,70,47,67.14285714285714,92,58,63.04347826086957,4.099378881987569
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,0-7,29,27,93.10344827586206,55,46,83.63636363636363,9.467084639498438
Embracer Group AB ser. B,Bayesian Calibrated,0.8,70-80%,8-14,30,25,83.33333333333334,46,34,73.91304347826086,9.420289855072483
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,15-21,19,17,89.47368421052632,31,24,77.41935483870968,12.054329371816635
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,36+,132,90,68.18181818181817,327,194,59.32721712538226,8.85460105643591
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,22-28,71,50,70.4225352112676,98,67,68.36734693877551,2.0551882724920887
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,29-35,20,14,70.0,47,26,55.319148936170215,14.680851063829785
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,0-7,17,15,88.23529411764706,37,23,62.16216216216216,26.073131955484897
Embracer Group AB ser. B,Bayesian Calibrated,0.8,60-70%,8-14,23,16,69.56521739130434,38,22,57.89473684210527,11.670480549199077
Embracer Group AB ser. B,Bayesian Calibrated,0.8,50-60%,8-14,43,27,62.7906976744186,73,37,50.68493150684932,12.105766167569286
Embracer Group AB ser. B,Bayesian Calibrated,0.8,50-60%,15-21,39,20,51.28205128205128,86,43,50.0,1.2820512820512775
Embracer Group AB ser. B,Bayesian Calibrated,0.8,50-60%,0-7,11,9,81.81818181818183,33,17,51.515151515151516,30.30303030303031
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,15-21,71,61,85.91549295774648,71,61,85.91549295774648,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,0-7,26,20,76.92307692307693,26,20,76.92307692307693,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,36+,160,134,83.75,160,134,83.75,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,22-28,45,38,84.44444444444444,45,38,84.44444444444444,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,8-14,27,24,88.88888888888889,27,24,88.88888888888889,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,80-90%,29-35,25,20,80.0,25,20,80.0,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,15-21,31,25,80.64516129032258,38,26,68.42105263157895,12.224108658743631
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,0-7,27,26,96.29629629629629,48,40,83.33333333333334,12.962962962962948
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,36+,127,101,79.52755905511812,135,103,76.29629629629629,3.2312627588218277
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,29-35,31,25,80.64516129032258,31,25,80.64516129032258,0.0
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,22-28,54,45,83.33333333333334,58,47,81.03448275862068,2.2988505747126595
Epiroc AB ser. A,Bayesian Calibrated,0.8,70-80%,8-14,36,28,77.77777777777779,44,35,79.54545454545455,-1.767676767676761
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,15-21,45,42,93.33333333333333,63,45,71.42857142857143,21.904761904761898
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,36+,124,96,77.41935483870968,140,98,70.0,7.41935483870968
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,22-28,40,31,77.5,50,34,68.0,9.5
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,8-14,19,16,84.21052631578947,25,19,76.0,8.210526315789465
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,0-7,13,12,92.3076923076923,26,22,84.61538461538461,7.692307692307693
Epiroc AB ser. A,Bayesian Calibrated,0.8,60-70%,29-35,21,11,52.38095238095239,22,11,50.0,2.3809523809523867
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,8-14,19,15,78.94736842105263,32,23,71.875,7.07236842105263
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,0-7,13,11,84.61538461538461,38,29,76.31578947368422,8.299595141700394
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,29-35,51,35,68.62745098039215,59,36,61.016949152542374,7.610501827849781
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,36+,95,70,73.68421052631578,119,72,60.50420168067227,13.180008845643513
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,22-28,34,26,76.47058823529412,54,27,50.0,26.470588235294116
Epiroc AB ser. A,Bayesian Calibrated,0.8,50-60%,15-21,10,9,90.0,18,11,61.111111111111114,28.888888888888886
OMXS30,Bayesian Calibrated,0.8,50-60%,36+,274,259,94.52554744525547,332,300,90.36144578313254,4.164101662122931
OMXS30,Bayesian Calibrated,0.8,50-60%,0-7,63,44,69.84126984126983,189,102,53.96825396825397,15.873015873015866
OMXS30,Bayesian Calibrated,0.8,50-60%,8-14,230,189,82.17391304347827,384,240,62.5,19.673913043478265
OMXS30,Bayesian Calibrated,0.8,50-60%,15-21,34,30,88.23529411764706,56,32,57.14285714285714,31.09243697478992
OMXS30,Bayesian Calibrated,0.8,60-70%,36+,247,230,93.11740890688259,273,246,90.10989010989012,3.0075187969924713
OMXS30,Bayesian Calibrated,0.8,60-70%,0-7,204,150,73.52941176470588,593,362,61.04553119730185,12.483880567404036
OMXS30,Bayesian Calibrated,0.8,60-70%,8-14,318,265,83.33333333333334,448,300,66.96428571428571,16.369047619047635
OMXS30,Bayesian Calibrated,0.8,60-70%,15-21,247,217,87.85425101214574,349,248,71.06017191977078,16.794079092374957
OMXS30,Bayesian Calibrated,0.8,60-70%,22-28,86,78,90.69767441860465,119,87,73.10924369747899,17.58843072112566
OMXS30,Bayesian Calibrated,0.8,60-70%,29-35,30,25,83.33333333333334,30,25,83.33333333333334,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,0-7,557,479,85.99640933572711,557,479,85.99640933572711,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,8-14,790,727,92.0253164556962,790,727,92.0253164556962,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,15-21,471,412,87.47346072186836,471,412,87.47346072186836,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,22-28,265,249,93.9622641509434,265,249,93.9622641509434,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,29-35,116,114,98.27586206896551,116,114,98.27586206896551,0.0
OMXS30,Bayesian Calibrated,0.8,80-90%,36+,268,253,94.40298507462687,268,253,94.40298507462687,0.0
