Stock,ProbMethod,HistoricalPeakThreshold,CurrentProb_Bin,DTE_Bin,RecoveryCandidate_N,RecoveryCandidate_WorthlessCount,RecoveryCandidate_WorthlessRate_pct,AllOptions_N,AllOptions_WorthlessCount,AllOptions_WorthlessRate_pct,RecoveryAdvantage_pp
TRATON SE,Original Black-Scholes,0.95,80-90%,22-28,11,11,100.0,32,31,96.875,3.125
TRATON SE,Original Black-Scholes,0.95,80-90%,8-14,0,0,,77,64,83.11688311688312,
TRATON SE,Original Black-Scholes,0.95,80-90%,29-35,10,10,100.0,30,25,83.33333333333334,16.666666666666657
TRATON SE,Original Black-Scholes,0.95,50-60%,0-7,2,2,100.0,74,31,41.891891891891895,58.108108108108105
TRATON SE,Original Black-Scholes,0.95,50-60%,15-21,0,0,,22,6,27.27272727272727,
TRATON SE,Original Black-Scholes,0.95,50-60%,22-28,0,0,,34,19,55.88235294117647,
TRATON SE,Original Black-Scholes,0.95,50-60%,36+,22,20,90.9090909090909,196,104,53.06122448979592,37.84786641929499
TRATON SE,Original Black-Scholes,0.95,50-60%,29-35,1,1,100.0,25,16,64.0,36.0
TRATON SE,Original Black-Scholes,0.95,50-60%,8-14,3,2,66.66666666666666,74,28,37.83783783783784,28.82882882882882
TRATON SE,Original Black-Scholes,0.95,70-80%,15-21,1,1,100.0,22,16,72.72727272727273,27.272727272727266
TRATON SE,Original Black-Scholes,0.95,70-80%,36+,66,63,95.45454545454545,225,174,77.33333333333333,18.121212121212125
TRATON SE,Original Black-Scholes,0.95,70-80%,8-14,5,4,80.0,76,53,69.73684210526315,10.26315789473685
TRATON SE,Original Black-Scholes,0.95,70-80%,22-28,5,5,100.0,33,25,75.75757575757575,24.24242424242425
TRATON SE,Original Black-Scholes,0.95,70-80%,29-35,6,6,100.0,22,18,81.81818181818183,18.181818181818173
TRATON SE,Original Black-Scholes,0.95,70-80%,0-7,0,0,,75,47,62.66666666666667,
TRATON SE,Original Black-Scholes,0.95,60-70%,15-21,0,0,,21,11,52.38095238095239,
TRATON SE,Original Black-Scholes,0.95,60-70%,0-7,3,3,100.0,82,43,52.4390243902439,47.5609756097561
TRATON SE,Original Black-Scholes,0.95,60-70%,8-14,3,2,66.66666666666666,66,35,53.03030303030303,13.636363636363626
TRATON SE,Original Black-Scholes,0.95,60-70%,36+,40,38,95.0,211,139,65.87677725118483,29.123222748815166
TRATON SE,Original Black-Scholes,0.95,60-70%,22-28,2,2,100.0,33,21,63.63636363636363,36.36363636363637
TRATON SE,Original Black-Scholes,0.95,60-70%,29-35,5,5,100.0,23,18,78.26086956521739,21.73913043478261
AAK AB,Original Black-Scholes,0.95,80-90%,15-21,0,0,,35,32,91.42857142857143,
AAK AB,Original Black-Scholes,0.95,80-90%,8-14,0,0,,50,40,80.0,
AAK AB,Original Black-Scholes,0.95,80-90%,0-7,0,0,,17,16,94.11764705882352,
AAK AB,Original Black-Scholes,0.95,80-90%,36+,35,35,100.0,215,192,89.30232558139535,10.697674418604649
AAK AB,Original Black-Scholes,0.95,80-90%,29-35,0,0,,36,36,100.0,
AAK AB,Original Black-Scholes,0.95,80-90%,22-28,0,0,,49,46,93.87755102040816,
AAK AB,Original Black-Scholes,0.95,70-80%,15-21,0,0,,23,19,82.6086956521739,
AAK AB,Original Black-Scholes,0.95,70-80%,8-14,1,1,100.0,42,28,66.66666666666666,33.33333333333334
AAK AB,Original Black-Scholes,0.95,70-80%,0-7,2,2,100.0,31,25,80.64516129032258,19.354838709677423
AAK AB,Original Black-Scholes,0.95,70-80%,36+,14,14,100.0,180,139,77.22222222222223,22.77777777777777
AAK AB,Original Black-Scholes,0.95,70-80%,29-35,1,1,100.0,23,20,86.95652173913044,13.043478260869563
AAK AB,Original Black-Scholes,0.95,70-80%,22-28,2,2,100.0,44,41,93.18181818181817,6.818181818181827
AAK AB,Original Black-Scholes,0.95,60-70%,15-21,0,0,,21,16,76.19047619047619,
AAK AB,Original Black-Scholes,0.95,60-70%,8-14,2,2,100.0,37,20,54.054054054054056,45.945945945945944
AAK AB,Original Black-Scholes,0.95,60-70%,0-7,1,1,100.0,35,24,68.57142857142857,31.42857142857143
AAK AB,Original Black-Scholes,0.95,60-70%,36+,7,7,100.0,161,104,64.59627329192547,35.40372670807453
AAK AB,Original Black-Scholes,0.95,60-70%,29-35,1,1,100.0,21,18,85.71428571428571,14.285714285714292
AAK AB,Original Black-Scholes,0.95,60-70%,22-28,0,0,,25,19,76.0,
AAK AB,Original Black-Scholes,0.95,50-60%,15-21,0,0,,12,10,83.33333333333334,
AAK AB,Original Black-Scholes,0.95,50-60%,8-14,1,1,100.0,40,19,47.5,52.5
AAK AB,Original Black-Scholes,0.95,50-60%,0-7,0,0,,36,18,50.0,
AAK AB,Original Black-Scholes,0.95,50-60%,36+,6,6,100.0,145,81,55.86206896551724,44.13793103448276
AAK AB,Original Black-Scholes,0.95,50-60%,29-35,0,0,,20,14,70.0,
AAK AB,Original Black-Scholes,0.95,50-60%,22-28,1,1,100.0,20,11,55.00000000000001,44.99999999999999
ABB Ltd,Original Black-Scholes,0.95,80-90%,0-7,9,9,100.0,255,232,90.98039215686275,9.019607843137251
ABB Ltd,Original Black-Scholes,0.95,80-90%,8-14,23,22,95.65217391304348,283,248,87.63250883392226,8.019665079121225
ABB Ltd,Original Black-Scholes,0.95,80-90%,15-21,52,46,88.46153846153845,237,210,88.60759493670885,-0.146056475170397
ABB Ltd,Original Black-Scholes,0.95,80-90%,22-28,38,38,100.0,113,109,96.46017699115043,3.5398230088495666
ABB Ltd,Original Black-Scholes,0.95,80-90%,36+,182,181,99.45054945054946,242,229,94.62809917355372,4.822450276995738
ABB Ltd,Original Black-Scholes,0.95,80-90%,29-35,7,7,100.0,15,15,100.0,0.0
ABB Ltd,Original Black-Scholes,0.95,60-70%,0-7,6,5,83.33333333333334,175,136,77.71428571428571,5.619047619047635
ABB Ltd,Original Black-Scholes,0.95,60-70%,8-14,8,6,75.0,188,139,73.93617021276596,1.0638297872340416
ABB Ltd,Original Black-Scholes,0.95,60-70%,15-21,3,3,100.0,148,115,77.7027027027027,22.297297297297305
ABB Ltd,Original Black-Scholes,0.95,60-70%,22-28,1,1,100.0,63,50,79.36507936507937,20.634920634920633
ABB Ltd,Original Black-Scholes,0.95,60-70%,36+,68,68,100.0,166,136,81.92771084337349,18.07228915662651
ABB Ltd,Original Black-Scholes,0.95,60-70%,29-35,2,2,100.0,14,10,71.42857142857143,28.57142857142857
ABB Ltd,Original Black-Scholes,0.95,70-80%,0-7,6,6,100.0,199,171,85.92964824120602,14.070351758793976
ABB Ltd,Original Black-Scholes,0.95,70-80%,8-14,16,13,81.25,229,185,80.78602620087337,0.4639737991266344
ABB Ltd,Original Black-Scholes,0.95,70-80%,15-21,8,6,75.0,180,150,83.33333333333334,-8.333333333333343
ABB Ltd,Original Black-Scholes,0.95,70-80%,22-28,12,12,100.0,79,71,89.87341772151899,10.12658227848101
ABB Ltd,Original Black-Scholes,0.95,70-80%,36+,111,111,100.0,191,172,90.0523560209424,9.947643979057602
ABB Ltd,Original Black-Scholes,0.95,70-80%,29-35,5,5,100.0,14,11,78.57142857142857,21.42857142857143
ABB Ltd,Original Black-Scholes,0.95,50-60%,8-14,5,5,100.0,178,118,66.29213483146067,33.70786516853933
ABB Ltd,Original Black-Scholes,0.95,50-60%,0-7,8,6,75.0,143,97,67.83216783216784,7.1678321678321595
ABB Ltd,Original Black-Scholes,0.95,50-60%,15-21,2,2,100.0,130,93,71.53846153846153,28.461538461538467
ABB Ltd,Original Black-Scholes,0.95,50-60%,22-28,1,1,100.0,60,42,70.0,30.0
ABB Ltd,Original Black-Scholes,0.95,50-60%,36+,46,46,100.0,149,109,73.15436241610739,26.84563758389261
ABB Ltd,Original Black-Scholes,0.95,50-60%,29-35,2,2,100.0,22,15,68.18181818181817,31.818181818181827
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,8-14,0,0,,29,26,89.65517241379311,
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,0-7,0,0,,21,15,71.42857142857143,
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,29-35,0,0,,3,3,100.0,
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,36+,8,8,100.0,28,28,100.0,0.0
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,22-28,0,0,,4,4,100.0,
Addtech AB ser. B,Original Black-Scholes,0.95,80-90%,15-21,0,0,,7,6,85.71428571428571,
Addtech AB ser. B,Original Black-Scholes,0.95,70-80%,8-14,0,0,,21,17,80.95238095238095,
Addtech AB ser. B,Original Black-Scholes,0.95,70-80%,0-7,0,0,,18,10,55.55555555555556,
Addtech AB ser. B,Original Black-Scholes,0.95,70-80%,36+,2,2,100.0,26,26,100.0,0.0
Addtech AB ser. B,Original Black-Scholes,0.95,70-80%,22-28,0,0,,4,3,75.0,
Addtech AB ser. B,Original Black-Scholes,0.95,70-80%,15-21,0,0,,5,1,20.0,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,0-7,0,0,,17,6,35.294117647058826,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,8-14,0,0,,14,11,78.57142857142857,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,36+,0,0,,22,21,95.45454545454545,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,22-28,0,0,,2,1,50.0,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,15-21,0,0,,4,0,0.0,
Addtech AB ser. B,Original Black-Scholes,0.95,60-70%,29-35,0,0,,1,1,100.0,
Addtech AB ser. B,Original Black-Scholes,0.95,50-60%,0-7,0,0,,16,4,25.0,
Addtech AB ser. B,Original Black-Scholes,0.95,50-60%,8-14,0,0,,15,4,26.666666666666668,
Addtech AB ser. B,Original Black-Scholes,0.95,50-60%,22-28,0,0,,2,1,50.0,
Addtech AB ser. B,Original Black-Scholes,0.95,50-60%,36+,0,0,,20,16,80.0,
Addtech AB ser. B,Original Black-Scholes,0.95,50-60%,15-21,0,0,,4,0,0.0,
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,0-7,0,0,,75,71,94.66666666666667,
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,15-21,0,0,,43,35,81.3953488372093,
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,8-14,0,0,,90,81,90.0,
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,36+,36,36,100.0,201,188,93.53233830845771,6.46766169154229
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,22-28,0,0,,44,43,97.72727272727273,
Alfa Laval AB,Original Black-Scholes,0.95,80-90%,29-35,0,0,,26,24,92.3076923076923,
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,0-7,0,0,,56,42,75.0,
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,15-21,0,0,,31,20,64.51612903225806,
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,8-14,0,0,,69,29,42.028985507246375,
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,36+,6,6,100.0,178,99,55.61797752808989,44.38202247191011
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,29-35,0,0,,27,13,48.148148148148145,
Alfa Laval AB,Original Black-Scholes,0.95,50-60%,22-28,0,0,,51,25,49.01960784313725,
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,15-21,0,0,,38,27,71.05263157894737,
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,8-14,0,0,,76,49,64.47368421052632,
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,0-7,0,0,,80,73,91.25,
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,36+,22,22,100.0,190,157,82.63157894736842,17.368421052631575
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,29-35,0,0,,21,21,100.0,
Alfa Laval AB,Original Black-Scholes,0.95,70-80%,22-28,0,0,,60,47,78.33333333333333,
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,15-21,0,0,,34,26,76.47058823529412,
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,8-14,0,0,,72,45,62.5,
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,0-7,0,0,,63,49,77.77777777777779,
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,36+,13,13,100.0,184,131,71.19565217391305,28.804347826086953
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,29-35,0,0,,24,17,70.83333333333334,
Alfa Laval AB,Original Black-Scholes,0.95,60-70%,22-28,0,0,,52,29,55.769230769230774,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,0-7,0,0,,5,4,80.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,15-21,0,0,,10,8,80.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,36+,0,0,,18,14,77.77777777777779,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,8-14,0,0,,4,2,50.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,22-28,0,0,,2,1,50.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,70-80%,29-35,0,0,,9,5,55.55555555555556,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,0-7,0,0,,5,4,80.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,15-21,0,0,,7,5,71.42857142857143,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,36+,0,0,,11,7,63.63636363636363,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,8-14,0,0,,3,1,33.33333333333333,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,22-28,0,0,,4,1,25.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,60-70%,29-35,0,0,,8,1,12.5,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,0-7,0,0,,5,2,40.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,15-21,0,0,,6,4,66.66666666666666,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,36+,0,0,,8,3,37.5,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,8-14,0,0,,3,0,0.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,22-28,0,0,,4,0,0.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,50-60%,29-35,0,0,,6,0,0.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,15-21,1,1,100.0,16,14,87.5,12.5
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,8-14,0,0,,10,9,90.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,36+,1,1,100.0,28,26,92.85714285714286,7.142857142857139
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,29-35,0,0,,10,10,100.0,
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,22-28,1,1,100.0,5,4,80.0,20.0
Asmodee Group AB ser. B,Original Black-Scholes,0.95,80-90%,0-7,0,0,,3,3,100.0,
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,0-7,2,2,100.0,87,79,90.80459770114942,9.195402298850581
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,15-21,1,1,100.0,29,29,100.0,0.0
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,8-14,3,3,100.0,65,49,75.38461538461539,24.615384615384613
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,36+,101,101,100.0,227,220,96.91629955947137,3.083700440528631
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,22-28,5,5,100.0,36,33,91.66666666666666,8.333333333333343
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,80-90%,29-35,1,1,100.0,6,6,100.0,0.0
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,0-7,2,2,100.0,47,33,70.2127659574468,29.787234042553195
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,8-14,1,1,100.0,39,15,38.46153846153847,61.53846153846153
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,15-21,0,0,,20,16,80.0,
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,36+,30,30,100.0,163,126,77.30061349693251,22.699386503067487
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,22-28,5,5,100.0,22,16,72.72727272727273,27.272727272727266
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,50-60%,29-35,0,0,,8,5,62.5,
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,15-21,0,0,,21,19,90.47619047619048,
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,8-14,3,3,100.0,53,27,50.943396226415096,49.056603773584904
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,0-7,2,2,100.0,61,50,81.9672131147541,18.032786885245898
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,36+,68,68,100.0,197,185,93.90862944162437,6.09137055837563
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,22-28,4,4,100.0,33,28,84.84848484848484,15.151515151515156
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,70-80%,29-35,2,2,100.0,9,7,77.77777777777779,22.222222222222214
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,8-14,1,1,100.0,48,26,54.166666666666664,45.833333333333336
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,15-21,1,1,100.0,17,14,82.35294117647058,17.64705882352942
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,36+,44,44,100.0,178,155,87.07865168539325,12.921348314606746
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,29-35,0,0,,6,4,66.66666666666666,
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,22-28,4,4,100.0,29,20,68.96551724137932,31.034482758620683
ASSA ABLOY AB ser. B,Original Black-Scholes,0.95,60-70%,0-7,4,4,100.0,49,31,63.26530612244898,36.73469387755102
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,0-7,0,0,,189,153,80.95238095238095,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,8-14,0,0,,279,209,74.91039426523297,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,15-21,1,1,100.0,250,186,74.4,25.599999999999994
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,22-28,0,0,,99,85,85.85858585858585,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,36+,0,0,,227,178,78.41409691629956,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,70-80%,29-35,0,0,,24,19,79.16666666666666,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,0-7,0,0,,199,170,85.42713567839196,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,8-14,0,0,,290,255,87.93103448275862,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,15-21,0,0,,301,254,84.38538205980066,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,22-28,0,0,,133,124,93.23308270676691,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,36+,8,8,100.0,250,231,92.4,7.599999999999994
Atlas Copco AB ser. A,Original Black-Scholes,0.95,80-90%,29-35,0,0,,30,27,90.0,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,0-7,0,0,,193,138,71.50259067357513,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,8-14,0,0,,243,155,63.78600823045267,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,15-21,1,1,100.0,215,133,61.86046511627907,38.13953488372093
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,22-28,0,0,,93,68,73.11827956989248,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,36+,0,0,,212,139,65.56603773584906,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,60-70%,29-35,0,0,,17,13,76.47058823529412,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,0-7,0,0,,178,107,60.1123595505618,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,8-14,0,0,,251,134,53.38645418326693,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,15-21,0,0,,204,108,52.94117647058824,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,22-28,0,0,,87,54,62.06896551724138,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,36+,0,0,,195,98,50.256410256410255,
Atlas Copco AB ser. A,Original Black-Scholes,0.95,50-60%,29-35,0,0,,24,15,62.5,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,0-7,0,0,,22,18,81.81818181818183,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,15-21,1,1,100.0,14,11,78.57142857142857,21.42857142857143
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,8-14,0,0,,23,23,100.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,36+,0,0,,95,95,100.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,29-35,0,0,,9,9,100.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,80-90%,22-28,0,0,,13,11,84.61538461538461,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,0-7,0,0,,19,10,52.63157894736842,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,15-21,0,0,,7,5,71.42857142857143,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,8-14,0,0,,14,5,35.714285714285715,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,36+,0,0,,79,52,65.82278481012658,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,22-28,0,0,,8,4,50.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,50-60%,29-35,0,0,,6,5,83.33333333333334,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,0-7,0,0,,19,14,73.68421052631578,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,15-21,0,0,,12,8,66.66666666666666,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,8-14,0,0,,25,22,88.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,36+,0,0,,90,86,95.55555555555556,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,22-28,0,0,,11,5,45.45454545454545,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,70-80%,29-35,0,0,,8,6,75.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,0-7,0,0,,17,13,76.47058823529412,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,15-21,0,0,,10,7,70.0,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,8-14,0,0,,19,10,52.63157894736842,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,36+,0,0,,83,70,84.33734939759037,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,22-28,0,0,,9,3,33.33333333333333,
Atlas Copco AB ser. B,Original Black-Scholes,0.95,60-70%,29-35,0,0,,8,5,62.5,
Axfood AB,Original Black-Scholes,0.95,60-70%,0-7,0,0,,32,29,90.625,
Axfood AB,Original Black-Scholes,0.95,60-70%,8-14,0,0,,58,46,79.3103448275862,
Axfood AB,Original Black-Scholes,0.95,60-70%,15-21,0,0,,35,28,80.0,
Axfood AB,Original Black-Scholes,0.95,60-70%,36+,0,0,,280,212,75.71428571428571,
Axfood AB,Original Black-Scholes,0.95,60-70%,29-35,0,0,,29,27,93.10344827586206,
Axfood AB,Original Black-Scholes,0.95,60-70%,22-28,0,0,,11,4,36.36363636363637,
Axfood AB,Original Black-Scholes,0.95,80-90%,15-21,0,0,,48,45,93.75,
Axfood AB,Original Black-Scholes,0.95,80-90%,8-14,0,0,,44,39,88.63636363636364,
Axfood AB,Original Black-Scholes,0.95,80-90%,0-7,0,0,,12,9,75.0,
Axfood AB,Original Black-Scholes,0.95,80-90%,36+,3,3,100.0,260,235,90.38461538461539,9.615384615384613
Axfood AB,Original Black-Scholes,0.95,80-90%,29-35,1,1,100.0,24,24,100.0,0.0
Axfood AB,Original Black-Scholes,0.95,80-90%,22-28,0,0,,32,32,100.0,
Axfood AB,Original Black-Scholes,0.95,70-80%,15-21,0,0,,41,36,87.8048780487805,
Axfood AB,Original Black-Scholes,0.95,70-80%,8-14,0,0,,58,51,87.93103448275862,
Axfood AB,Original Black-Scholes,0.95,70-80%,0-7,0,0,,33,28,84.84848484848484,
Axfood AB,Original Black-Scholes,0.95,70-80%,36+,0,0,,284,237,83.45070422535211,
Axfood AB,Original Black-Scholes,0.95,70-80%,29-35,0,0,,30,29,96.66666666666667,
Axfood AB,Original Black-Scholes,0.95,70-80%,22-28,0,0,,11,7,63.63636363636363,
Axfood AB,Original Black-Scholes,0.95,50-60%,15-21,0,0,,38,28,73.68421052631578,
Axfood AB,Original Black-Scholes,0.95,50-60%,8-14,0,0,,51,34,66.66666666666666,
Axfood AB,Original Black-Scholes,0.95,50-60%,0-7,0,0,,33,26,78.78787878787878,
Axfood AB,Original Black-Scholes,0.95,50-60%,36+,0,0,,264,177,67.04545454545455,
Axfood AB,Original Black-Scholes,0.95,50-60%,29-35,0,0,,27,21,77.77777777777779,
Axfood AB,Original Black-Scholes,0.95,50-60%,22-28,0,0,,14,4,28.57142857142857,
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,0-7,0,0,,36,36,100.0,
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,15-21,0,0,,28,25,89.28571428571429,
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,8-14,0,0,,72,72,100.0,
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,36+,9,9,100.0,256,253,98.828125,1.171875
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,29-35,0,0,,34,33,97.05882352941177,
Avanza Bank Holding AB,Original Black-Scholes,0.95,80-90%,22-28,0,0,,55,50,90.9090909090909,
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,0-7,0,0,,58,53,91.37931034482759,
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,15-21,0,0,,15,10,66.66666666666666,
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,8-14,0,0,,97,94,96.90721649484536,
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,36+,6,6,100.0,231,215,93.07359307359307,6.926406926406926
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,29-35,0,0,,26,22,84.61538461538461,
Avanza Bank Holding AB,Original Black-Scholes,0.95,70-80%,22-28,0,0,,44,36,81.81818181818183,
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,0-7,0,0,,61,54,88.52459016393442,
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,15-21,0,0,,12,8,66.66666666666666,
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,8-14,0,0,,89,75,84.26966292134831,
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,36+,3,3,100.0,212,177,83.49056603773585,16.509433962264154
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,29-35,0,0,,20,13,65.0,
Avanza Bank Holding AB,Original Black-Scholes,0.95,60-70%,22-28,0,0,,42,35,83.33333333333334,
Avanza Bank Holding AB,Original Black-Scholes,0.95,50-60%,15-21,0,0,,8,6,75.0,
Avanza Bank Holding AB,Original Black-Scholes,0.95,50-60%,8-14,0,0,,78,53,67.94871794871796,
