date|year|month|name|type_of_event|event_value|open|high|low|close|volume|volume_pct_change_from_previous_day|close_price_pct_change_from_previous_day|intraday_high_low_price_diff|pct_intraday_high_low_movement|pct_intraday_open_close_movement
2012-07-19|2012|7|AAK AB|Kvartalsrapport|2012-Q2|39.583|40.167|37.75|38.5|329195.0|2.5148250568551873|-0.02117814557750486|2.4170000000000016|-0.06402649006622521|-0.02736023040194019
2012-11-07|2012|11|AAK AB|Kvartalsrapport|2012-Q3|43.917|44.0|43.0|43.5|383165.0|1.0113753877973113|-0.0075970159468893295|1.0|-0.023255813953488372|-0.00949518409727444
2013-02-07|2013|2|AAK AB|Bokslutskommuniké|2012|44.75|47.667|44.417|46.833|1359585.0|3.6910873188118263|0.04654748603351955|3.25|-0.07317018258774793|0.04654748603351952
2013-04-25|2013|4|AAK AB|Kvartalsrapport|2013-Q1|53.917|54.833|53.5|54.25|170237.0|0.3116847093269639|0.010863286563437491|1.3329999999999984|-0.02491588785046726|0.006176159652799644
2013-07-22|2013|7|AAK AB|Kvartalsrapport|2013-Q2|58.333|61.5|57.833|60.917|291401.0|3.1482340882884676|0.05029310344827587|3.6670000000000016|-0.06340670551415285|0.04429739598511997
2013-10-30|2013|10|AAK AB|Kvartalsrapport|2013-Q3|63.583|64.333|62.833|64.167|423683.0|0.39849219526203394|0.002609375000000025|1.5|-0.023872805691276876|0.009184845005740579
2014-02-05|2014|2|AAK AB|Bokslutskommuniké|2013|68.0|68.167|66.0|66.667|534922.0|0.742581546791065|-0.00866914498141258|2.1670000000000016|-0.03283333333333336|-0.019602941176470566
2014-04-23|2014|4|AAK AB|Kvartalsrapport|2014-Q1|69.483|73.5|69.45|72.45|559222.0|0.2799566040370147|0.04369246726306231|4.049999999999997|-0.0583153347732181|0.0427010923535253
2014-07-17|2014|7|AAK AB|Kvartalsrapport|2014-Q2|72.3|72.917|70.583|70.583|295229.0|0.3909952271688584|-0.033109589041095955|2.334000000000003|-0.03306745250272733|-0.023748271092669415
2014-10-29|2014|10|AAK AB|Kvartalsrapport|2014-Q3|67.333|68.333|65.333|65.9|369569.0|1.399315722159825|0.02835385359611764|3.0|-0.0459186016255185|-0.021282283575661157
2015-02-03|2015|2|AAK AB|Bokslutskommuniké|2014|75.583|75.833|73.167|74.5|360893.0|0.0820113989668374|-0.004902026259900993|2.665999999999997|-0.036437191630106426|-0.014328618869322445
2015-04-22|2015|4|AAK AB|Kvartalsrapport|2015-Q1|86.667|88.834|85.167|87.917|718612.0|1.282750054796522|0.014423021449917472|3.6670000000000016|-0.04305658294879474|0.0144230214499175
2015-07-17|2015|7|AAK AB|Kvartalsrapport|2015-Q2|87.917|91.167|87.334|91.167|266405.0|1.1622202923487732|0.044893982808023036|3.8329999999999984|-0.04388897794673321|0.036966684486504316
2015-10-29|2015|10|AAK AB|Kvartalsrapport|2015-Q3|97.834|101.834|97.834|101.334|441461.0|1.8087227612533798|0.037545946942160624|4.0|-0.04088558169961363|0.03577488398716193
2016-02-03|2016|2|AAK AB|Bokslutskommuniké|2015|91.917|94.834|89.167|90.0|1133871.0|4.49342796928369|-0.026153196922644173|5.667000000000002|-0.06355490259849497|-0.02085577205522375
2016-04-20|2016|4|AAK AB|Kvartalsrapport|2016-Q1|103.334|103.334|102.5|102.917|147431.0|-0.6214116783035414|-0.0040354578357558735|0.8340000000000032|-0.00813658536585369|-0.004035457835755913
2016-07-15|2016|7|AAK AB|Kvartalsrapport|2016-Q2|104.917|105.167|102.5|104.167|265721.0|0.809041086564319|-0.0047770548501437915|2.6670000000000016|-0.026019512195121965|-0.007148507868124327
2016-10-26|2016|10|AAK AB|Kvartalsrapport|2016-Q3|101.834|106.667|101.834|103.417|961486.0|2.1670229550747218|-0.004811532280570074|4.832999999999998|-0.047459591099239924|0.01554490641632459
2017-02-03|2017|2|AAK AB|Bokslutskommuniké|2016|97.667|97.917|95.417|97.084|408647.0|0.09922557355706241|0.0|2.5|-0.026200781831329848|-0.005969262903539562
2017-04-20|2017|4|AAK AB|Kvartalsrapport|2017-Q1|100.0|105.417|99.667|104.75|700978.0|1.482102452790771|0.03883610686871486|5.75|-0.05769211474209116|0.0475
2017-07-17|2017|7|AAK AB|Kvartalsrapport|2017-Q2|103.0|104.584|101.084|104.167|386567.0|1.5014851004626784|0.011330097087378643|3.5|-0.034624668592457754|0.011330097087378655
2017-10-26|2017|10|AAK AB|Kvartalsrapport|2017-Q3|105.084|109.584|105.084|108.917|391745.0|1.6243526960669379|0.018706099123619202|4.5|-0.042822884549503254|0.0364755814396102
2018-02-05|2018|2|AAK AB|Bokslutskommuniké|2017|118.75|119.334|113.0|117.0|721168.0|1.293054712067688|-0.0175002519230123|6.334000000000003|-0.05605309734513277|-0.014736842105263158
2018-04-23|2018|4|AAK AB|Kvartalsrapport|2018-Q1|126.667|129.417|125.167|128.334|362375.0|0.3575809116350164|0.010503937007874109|4.25|-0.03395463660549506|0.013160491682916636
2018-07-18|2018|7|AAK AB|Kvartalsrapport|2018-Q2|145.0|148.86|137.76|141.9|487655.0|0.5095902030101722|-0.024742268041237025|11.100000000000023|-0.08057491289198623|-0.021379310344827547
2018-10-25|2018|10|AAK AB|Kvartalsrapport|2018-Q3|134.0|134.0|126.0|129.54|1131685.0|1.7705529672998441|-0.03973313565604164|8.0|-0.06349206349206349|-0.033283582089552295
2019-02-08|2019|2|AAK AB|Bokslutskommuniké|2018|134.0|134.0|129.2|129.54|653762.0|2.089831509795118|-0.029226618705036067|4.800000000000011|-0.0371517027863778|-0.033283582089552295
2019-04-23|2019|4|AAK AB|Kvartalsrapport|2019-Q1|140.95|148.1|138.0|148.1|748848.0|2.230104298765496|0.04406062742333461|10.099999999999994|-0.07318840579710141|0.05072720822986879
2019-07-16|2019|7|AAK AB|Kvartalsrapport|2019-Q2|184.0|188.0|177.45|188.0|925974.0|1.9531846493871812|0.017316017316017174|10.550000000000011|-0.0594533671456749|0.021739130434782608
2019-10-24|2019|10|AAK AB|Kvartalsrapport|2019-Q3|177.8|177.8|166.65|171.15|1806232.0|3.990225277245175|-0.05285002767017144|11.150000000000006|-0.06690669066906693|-0.03740157480314964
2020-01-30|2020|1|AAK AB|Bokslutskommuniké|2019|189.6|203.8|189.5|192.2|1347108.0|2.4426739791002743|0.027807486631016065|14.300000000000011|-0.07546174142480216|0.013713080168776341
2020-04-24|2020|4|AAK AB|Kvartalsrapport|2020-Q1|175.35|177.5|164.85|164.85|922884.0|0.8823111894316256|-0.050129645635263675|12.650000000000006|-0.07673642705489843|-0.059880239520958084
2020-07-17|2020|7|AAK AB|Kvartalsrapport|2020-Q2|164.8|166.0|147.5|151.1|1594772.0|2.302222433889166|-0.07470912431108401|18.5|-0.12542372881355932|-0.08313106796116515
2020-10-22|2020|10|AAK AB|Kvartalsrapport|2020-Q3|180.0|187.2|176.95|185.1|1155532.0|0.8316773927654313|0.04487722269263328|10.25|-0.0579259677875106|0.0283333333333333
2021-01-28|2021|1|AAK AB|Bokslutskommuniké|2020|165.05|170.65|159.2|164.1|1443482.0|0.6188667903308653|0.04489016236867238|11.450000000000017|-0.07192211055276393|-0.0057558315661921655
2021-04-23|2021|4|AAK AB|Kvartalsrapport|2021-Q1|199.2|204.5|193.3|194.0|657328.0|0.7521878090455207|-0.02634880803011297|11.199999999999989|-0.057941024314536925|-0.026104417670682674
2021-07-16|2021|7|AAK AB|Kvartalsrapport|2021-Q2|197.5|200.6|188.35|194.0|690759.0|1.5867732694216112|-0.010708822029576681|12.25|-0.06503849216883462|-0.017721518987341773
2021-10-29|2021|10|AAK AB|Kvartalsrapport|2021-Q3|187.55|194.0|184.45|187.7|610854.0|0.4683072692572099|0.0005330490405117683|9.550000000000011|-0.05177554892924918|0.000799786723540268
2022-02-04|2022|2|AAK AB|Bokslutskommuniké|2021|178.1|188.4|175.5|182.0|554912.0|0.9905585926850615|0.023622047244094446|12.900000000000006|-0.07350427350427353|0.021897810218978134
2022-04-27|2022|4|AAK AB|Kvartalsrapport|2022-Q1|175.0|181.95|162.9|170.75|743421.0|2.014854857940029|-0.025677603423680417|19.049999999999983|-0.11694290976058921|-0.024285714285714285
2022-07-19|2022|7|AAK AB|Kvartalsrapport|2022-Q2|168.2|175.3|168.2|174.25|326031.0|0.30440575164235484|0.03535353535353525|7.100000000000023|-0.04221165279429265|0.03596908442330566
2022-10-25|2022|10|AAK AB|Kvartalsrapport|2022-Q3|153.35|163.0|146.9|161.2|706509.0|1.786281337871253|0.07074061773497164|16.099999999999994|-0.10959836623553433|0.05119008803390932
2023-02-02|2023|2|AAK AB|Bokslutskommuniké|2022|181.0|184.95|175.35|179.75|1234898.0|4.508658452808978|-0.008549365692222866|9.599999999999994|-0.05474764756201879|-0.006906077348066298
2023-05-04|2023|5|AAK AB|Kvartalsrapport|2023-Q1|206.0|208.8|201.6|208.2|237547.0|-0.320581867272254|0.0028901734104045396|7.200000000000017|-0.0357142857142858|0.010679611650485381
2023-07-19|2023|7|AAK AB|Kvartalsrapport|2023-Q2|202.6|205.0|195.5|198.1|521055.0|1.6213570253505254|-0.0025176233635447742|9.5|-0.04859335038363171|-0.022211253701875617
2023-10-25|2023|10|AAK AB|Kvartalsrapport|2023-Q3|204.8|207.4|195.4|203.0|319012.0|0.42528057759668303|-0.00782013685239491|12.0|-0.06141248720573183|-0.008789062500000056
2024-02-07|2024|2|AAK AB|Bokslutskommuniké|2023|242.0|252.2|237.0|243.0|546838.0|1.4143064649292052|0.034923339011925014|15.199999999999989|-0.06413502109704637|0.004132231404958678
2024-04-25|2024|4|AAK AB|Kvartalsrapport|2024-Q1|261.2|271.6|257.0|267.6|822952.0|1.4627926046074564|0.07040000000000002|14.600000000000023|-0.05680933852140087|0.024502297090352353
2024-07-18|2024|7|AAK AB|Kvartalsrapport|2024-Q2|296.0|300.8|289.8|296.0|524294.0|0.3276089092363945|-0.028233749179251588|11.0|-0.037957211870255345|0.0
2024-10-24|2024|10|AAK AB|Kvartalsrapport|2024-Q3|326.4|339.8|312.0|312.6|847744.0|2.7516772583243347|-0.05501813784764209|27.80000000000001|-0.08910256410256413|-0.042279411764705746
2025-02-05|2025|2|AAK AB|Bokslutskommuniké|2024|299.8|320.0|294.0|295.4|1638903.0|4.824145871683523|-0.07223618090452266|26.0|-0.08843537414965986|-0.014676450967311655
2025-04-24|2025|4|AAK AB|Kvartalsrapport|2025-Q1|260.0|274.4|254.8|254.8|1133220.0|1.014978716140527|-0.06461086637298075|19.599999999999966|-0.07692307692307679|-0.019999999999999955
2025-07-17|2025|7|AAK AB|Kvartalsrapport|2025-Q2|250.0|272.0|250.0|263.2|1340922.0|1.1585960099871055|0.0885028949545077|22.0|-0.088|0.05279999999999995
2025-10-23|2025|10|AAK AB|Kvartalsrapport|2025-Q3|258.6|272.4|255.6|271.8|1155638.0|0.1872082415595515|0.021804511278195493|16.799999999999983|-0.06572769953051637|0.051044083526682084
2009-04-23|2009|4|ABB Ltd|Kvartalsrapport|2009-Q1|125.25|126.5|121.0|122.25|8327462.0|0.8463894523731339|-0.06500956022944548|5.5|-0.045454545454545456|-0.023952095808383235
2009-07-23|2009|7|ABB Ltd|Kvartalsrapport|2009-Q2|130.25|133.25|130.25|132.5|5509451.0|0.8756886863593885|0.03112840466926059|3.0|-0.023032629558541268|0.01727447216890595
2009-10-29|2009|10|ABB Ltd|Kvartalsrapport|2009-Q3|134.5|136.8|130.0|136.4|6066025.0|0.7450477354603688|-0.023622047244094335|6.800000000000011|-0.052307692307692395|0.014126394052044652
2010-02-18|2010|2|ABB Ltd|Bokslutskommuniké|2009|137.2|142.0|136.7|141.9|12202647.0|3.8818711433582545|0.07094339622641521|5.300000000000011|-0.03877103145574259|0.03425655976676398
2010-04-22|2010|4|ABB Ltd|Kvartalsrapport|2010-Q1|150.3|151.2|144.2|147.2|13270284.0|2.8831532402274362|-0.07421383647798752|7.0|-0.048543689320388356|-0.020625415834996823
2010-07-22|2010|7|ABB Ltd|Kvartalsrapport|2010-Q2|141.5|145.0|140.2|144.4|4744924.0|0.8158607356018499|0.04941860465116288|4.800000000000011|-0.03423680456490736|0.02049469964664315
2010-10-28|2010|10|ABB Ltd|Kvartalsrapport|2010-Q3|147.0|147.0|140.9|141.4|5884157.0|1.4789165014169976|-0.04265402843601884|6.099999999999994|-0.04329311568488285|-0.03809523809523806
2011-02-17|2011|2|ABB Ltd|Bokslutskommuniké|2010|152.0|155.5|151.2|151.5|6236453.0|1.056722299008419|-0.020051746442432017|4.300000000000011|-0.028439153439153517|-0.003289473684210526
2011-04-27|2011|4|ABB Ltd|Kvartalsrapport|2011-Q1|159.6|161.8|158.4|158.7|4628599.0|1.1789978942531896|0.01211734693877542|3.4000000000000057|-0.0214646464646465|-0.005639097744360938
2011-07-22|2011|7|ABB Ltd|Kvartalsrapport|2011-Q2|158.9|158.9|155.6|156.3|1472924.0|-0.5485316713864348|-0.007619047619047525|3.3000000000000114|-0.021208226221079766|-0.016362492133417207
2011-10-27|2011|10|ABB Ltd|Kvartalsrapport|2011-Q3|128.7|129.8|125.8|128.7|4491575.0|0.9502707711332614|0.0|4.000000000000014|-0.031796502384737794|0.0
2012-02-16|2012|2|ABB Ltd|Bokslutskommuniké|2011|139.2|140.6|137.8|140.4|4387299.0|2.1537164882054585|-0.03172413793103446|2.799999999999983|-0.020319303338171137|0.008620689655172537
2012-04-25|2012|4|ABB Ltd|Kvartalsrapport|2012-Q1|130.4|133.0|130.3|131.3|4017484.0|1.0414096580529932|-0.03526818515797192|2.6999999999999886|-0.020721412125863304|0.006901840490797589
2012-07-26|2012|7|ABB Ltd|Kvartalsrapport|2012-Q2|114.0|117.6|113.6|117.0|3467304.0|1.0774739364889157|0.050269299820466795|4.0|-0.035211267605633804|0.02631578947368421
2012-10-25|2012|10|ABB Ltd|Kvartalsrapport|2012-Q3|126.8|126.8|123.5|124.6|2556404.0|0.37393947667412997|-0.011111111111111183|3.299999999999997|-0.02672064777327933|-0.01735015772870665
2013-03-14|2013|3|ABB Ltd|Bokslutskommuniké|2012|147.0|147.7|146.5|147.7|1617174.0|0.3219171867528232|0.00956937799043045|1.1999999999999886|-0.008191126279863403|0.004761904761904684
2013-04-24|2013|4|ABB Ltd|Kvartalsrapport|2013-Q1|146.6|149.0|144.4|148.6|3312157.0|0.28655385771124675|0.030513176144244092|4.599999999999994|-0.03185595567867032|0.013642564802182811
2013-07-25|2013|7|ABB Ltd|Kvartalsrapport|2013-Q2|146.3|146.3|142.0|145.1|4547886.0|3.053540519486539|-0.025520483546004114|4.300000000000011|-0.03028169014084515|-0.008202323991797792
2013-10-24|2013|10|ABB Ltd|Kvartalsrapport|2013-Q3|160.2|165.0|160.2|164.2|3738342.0|0.8285247239121567|0.04652644996813238|4.800000000000011|-0.029962546816479474|0.024968789013732836
2014-02-13|2014|2|ABB Ltd|Bokslutskommuniké|2013|161.8|163.7|160.3|162.2|2242938.0|0.8846207169486955|-0.013381995133820102|3.3999999999999773|-0.021210230817217575|0.0024721878862792165
2014-04-29|2014|4|ABB Ltd|Kvartalsrapport|2014-Q1|160.5|162.2|158.1|159.1|5956612.0|4.151664432432432|-0.07013442431326711|4.099999999999994|-0.025932953826691932|-0.008722741433021841
2014-07-23|2014|7|ABB Ltd|Kvartalsrapport|2014-Q2|156.2|162.6|155.9|162.0|3832349.0|0.6419710770340785|0.013767209011263937|6.699999999999989|-0.04297626683771641|0.03713188220230481
2014-10-22|2014|10|ABB Ltd|Kvartalsrapport|2014-Q3|154.1|156.0|152.9|154.7|3328997.0|0.4061138340775732|0.02722443559096943|3.0999999999999943|-0.020274689339437504|0.003893575600259535
2015-02-05|2015|2|ABB Ltd|Bokslutskommuniké|2014|161.7|168.7|157.0|167.3|7890668.0|1.8780433004897001|0.015169902912621325|11.699999999999989|-0.0745222929936305|0.03463203463203478
2015-04-29|2015|4|ABB Ltd|Kvartalsrapport|2015-Q1|189.3|191.1|184.1|185.5|3522483.0|0.7009463536556158|-0.014869888475836479|7.0|-0.03802281368821293|-0.020073956682514587
2015-07-23|2015|7|ABB Ltd|Kvartalsrapport|2015-Q2|181.6|184.5|179.3|179.3|2013653.0|0.28932378872959874|0.017593643586833352|5.199999999999989|-0.029001673173452248|-0.012665198237885368
2015-10-21|2015|10|ABB Ltd|Kvartalsrapport|2015-Q3|152.1|154.5|150.1|150.6|2214576.0|0.038774583566301146|0.001996007984031767|4.400000000000006|-0.029313790806129288|-0.009861932938856016
2016-02-03|2016|2|ABB Ltd|Bokslutskommuniké|2015|150.4|151.7|143.2|145.1|2829688.0|0.07548657830994676|-0.003434065934065922|8.5|-0.05935754189944135|-0.035239361702127735
2016-04-20|2016|4|ABB Ltd|Kvartalsrapport|2016-Q1|166.7|171.4|166.7|170.0|2886685.0|0.33699089107406777|0.035322777101096214|4.700000000000017|-0.02819436112777455|0.0197960407918417
2016-07-21|2016|7|ABB Ltd|Kvartalsrapport|2016-Q2|176.3|179.8|176.3|178.7|2006868.0|0.9424279526701671|0.01997716894977164|3.5|-0.019852524106636415|0.013613159387407698
2016-10-27|2016|10|ABB Ltd|Kvartalsrapport|2016-Q3|188.0|188.0|183.1|187.2|4424584.0|3.214202578858239|-0.05119107957425251|4.900000000000006|-0.026761332605133838|-0.004255319148936231
2017-02-08|2017|2|ABB Ltd|Bokslutskommuniké|2016|203.4|203.6|199.5|200.3|2703161.0|2.6046664515285918|-0.03469879518072283|4.099999999999994|-0.02055137844611526|-0.015240904621435566
2017-04-20|2017|4|ABB Ltd|Kvartalsrapport|2017-Q1|202.0|205.1|201.2|204.4|1484753.0|0.16674315278941232|0.018943170488534555|3.9000000000000057|-0.0193836978131213|0.011881188118811909
2017-07-20|2017|7|ABB Ltd|Kvartalsrapport|2017-Q2|203.0|203.4|200.1|201.4|3292571.0|1.5618495337806717|-0.029865125240847723|3.3000000000000114|-0.016491754122938587|-0.00788177339901475
2017-10-26|2017|10|ABB Ltd|Kvartalsrapport|2017-Q3|207.6|212.6|207.0|211.4|2874879.0|1.1112611699596382|0.027210884353741527|5.599999999999994|-0.02705314009661833|0.018304431599229343
2018-02-08|2018|2|ABB Ltd|Bokslutskommuniké|2017|208.0|209.0|198.1|199.7|3497160.0|1.2178871358284322|-0.051306413301662745|10.900000000000006|-0.05502271580010099|-0.039903846153846206
2018-04-19|2018|4|ABB Ltd|Kvartalsrapport|2018-Q1|204.8|206.0|203.2|204.5|2906633.0|4.505330825600843|0.044433094994892786|2.8000000000000114|-0.013779527559055175|-0.0014648437500000555
2018-07-19|2018|7|ABB Ltd|Kvartalsrapport|2018-Q2|203.0|206.1|200.8|201.6|2344499.0|1.0341277236673831|0.03490759753593431|5.299999999999983|-0.026394422310756886|-0.006896551724137959
2018-10-25|2018|10|ABB Ltd|Kvartalsrapport|2018-Q3|177.4|182.95|176.0|182.6|2693240.0|0.6704666966037904|-0.012972972972972951|6.949999999999989|-0.0394886363636363|0.029312288613303206
2019-02-28|2019|2|ABB Ltd|Bokslutskommuniké|2018|190.0|190.05|181.15|182.9|1830816.0|0.2940522041033564|-0.024273139503867558|8.900000000000006|-0.04913055478884905|-0.03736842105263155
2019-05-02|2019|5|ABB Ltd|Kvartalsrapport|2019-Q1|197.0|197.0|194.1|195.5|1384044.0|1.3654383527228169|-0.0035677879714576255|2.9000000000000057|-0.014940752189593023|-0.007614213197969543
2019-07-25|2019|7|ABB Ltd|Kvartalsrapport|2019-Q2|185.0|186.6|176.15|177.1|2055905.0|0.2557752449363533|-0.025048169556840194|10.449999999999989|-0.05932443939824007|-0.04270270270270273
2019-10-23|2019|10|ABB Ltd|Kvartalsrapport|2019-Q3|191.1|195.65|189.95|194.05|3564699.0|1.1834972472748388|0.03355525965379491|5.700000000000017|-0.030007896814951394|0.01543694400837267
2020-02-05|2020|2|ABB Ltd|Bokslutskommuniké|2019|228.6|242.3|228.6|239.8|4866219.0|1.4878572874680214|0.0398959236773635|13.700000000000017|-0.059930008748906465|0.04899387576552938
2020-04-28|2020|4|ABB Ltd|Kvartalsrapport|2020-Q1|183.2|187.8|182.15|186.05|2992782.0|0.9612261013450416|0.03909522479754268|5.650000000000006|-0.031018391435630007|0.01555676855895209
2020-07-22|2020|7|ABB Ltd|Kvartalsrapport|2020-Q2|227.7|230.3|226.0|228.6|3904816.0|1.2886146459484045|0.03158844765342961|4.300000000000011|-0.019026548672566423|0.003952569169960499
2020-10-23|2020|10|ABB Ltd|Kvartalsrapport|2020-Q3|230.0|232.6|224.9|228.4|1912784.0|0.4789376425561527|-0.01551724137931032|7.699999999999989|-0.03423743886171627|-0.00695652173913041
2021-02-04|2021|2|ABB Ltd|Bokslutskommuniké|2020|251.0|253.1|243.5|244.8|4552275.0|2.427156618070534|-0.04784130688448074|9.599999999999994|-0.039425051334702234|-0.02470119521912346
2021-04-27|2021|4|ABB Ltd|Kvartalsrapport|2021-Q1|277.8|280.3|277.0|277.3|2087195.0|0.6248136543214682|0.012783053323593974|3.3000000000000114|-0.011913357400722063|-0.0017998560115190783
2021-07-22|2021|7|ABB Ltd|Kvartalsrapport|2021-Q2|314.8|318.4|310.9|313.5|1213666.0|0.8110201206883174|0.012269938650306678|7.5|-0.024123512383403024|-0.004129606099110583
2021-10-21|2021|10|ABB Ltd|Kvartalsrapport|2021-Q3|291.3|291.9|279.9|282.5|3841740.0|3.211515250510031|-0.05801933977992657|12.0|-0.042872454448017155|-0.030209406110539003
2022-02-03|2022|2|ABB Ltd|Bokslutskommuniké|2021|322.9|324.9|312.2|314.2|2301858.0|1.00189243556283|-0.03914373088685019|12.699999999999989|-0.04067905188981419|-0.026943326107153883
2022-04-21|2022|4|ABB Ltd|Kvartalsrapport|2022-Q1|307.0|317.9|303.0|314.4|2234311.0|2.783075717016561|0.048699132755170016|14.899999999999977|-0.0491749174917491|0.024104234527687222
2022-07-21|2022|7|ABB Ltd|Kvartalsrapport|2022-Q2|289.8|293.0|286.8|292.0|1365209.0|2.6699363975075134|0.015299026425591|6.199999999999989|-0.021617852161785175|0.00759144237405103
2022-10-20|2022|10|ABB Ltd|Kvartalsrapport|2022-Q3|298.0|301.0|292.2|300.4|1285472.0|0.1700149270033131|0.00805369127516764|8.800000000000011|-0.030116358658453156|0.00805369127516771
2023-02-02|2023|2|ABB Ltd|Bokslutskommuniké|2022|354.3|359.5|346.1|353.5|2242197.0|0.9446972193793475|-0.02911288107662735|13.399999999999977|-0.03871713377636515|-0.0022579734688117736
2023-04-25|2023|4|ABB Ltd|Kvartalsrapport|2023-Q1|375.2|380.7|373.1|380.1|2650375.0|3.2013293344450746|0.03852459016393439|7.599999999999966|-0.02036987402841052|0.013059701492537405
2023-07-20|2023|7|ABB Ltd|Kvartalsrapport|2023-Q2|394.9|414.7|394.2|414.1|1161045.0|0.9894738465440014|0.0347326336831586|20.5|-0.052004058853373926|0.04861990377310724
2023-10-18|2023|10|ABB Ltd|Kvartalsrapport|2023-Q3|379.2|382.1|371.2|374.5|2887580.0|1.3742367708314491|-0.05429292929292928|10.900000000000034|-0.029364224137931126|-0.01239451476793246
2024-02-01|2024|2|ABB Ltd|Bokslutskommuniké|2023|441.8|456.7|439.8|451.5|1194112.0|0.3059581760734593|0.021955636034404646|16.899999999999977|-0.038426557526148195|0.02195563603440468
2024-04-18|2024|4|ABB Ltd|Kvartalsrapport|2024-Q1|519.4|532.8|519.4|532.0|1864245.0|2.096989138704951|0.06018333997608605|13.399999999999977|-0.025798998844820904|0.024258760107816756
2024-07-18|2024|7|ABB Ltd|Kvartalsrapport|2024-Q2|581.4|583.8|568.0|578.0|1528306.0|1.2357186952336647|-0.05183727034120733|15.799999999999955|-0.027816901408450626|-0.0058479532163742305
2024-10-17|2024|10|ABB Ltd|Kvartalsrapport|2024-Q3|586.0|621.4|585.0|611.6|1125216.0|1.2377795941745373|0.024112525117213623|36.39999999999998|-0.062222222222222186|0.04368600682593861
2025-01-30|2025|1|ABB Ltd|Bokslutskommuniké|2024|628.4|642.6|603.4|606.6|1483530.0|1.170347233905595|-0.01971557853910788|39.200000000000045|-0.06496519721577734|-0.03469127943984716
2025-04-17|2025|4|ABB Ltd|Kvartalsrapport|2025-Q1|520.4|523.8|498.0|498.6|996803.0|-0.05018166364449761|0.002009646302250756|25.799999999999955|-0.051807228915662557|-0.041890853189853874
2025-07-17|2025|7|ABB Ltd|Kvartalsrapport|2025-Q2|605.8|630.4|602.0|630.4|1387212.0|2.0656280041104518|0.09558567952728536|28.399999999999977|-0.04717607973421923|0.040607461208319616
2025-10-16|2025|10|ABB Ltd|Kvartalsrapport|2025-Q3|720.0|726.4|695.8|698.6|1251205.0|0.8906746532442198|-0.01355549279864443|30.600000000000023|-0.043978154642138584|-0.02972222222222219
2009-04-22|2009|4|ASSA ABLOY AB ser. B|Kvartalsrapport|2009-Q1|28.75|33.417|28.583|33.333|27053898.0|3.448005295405289|0.14941379310344827|4.834000000000003|-0.1691215057901551|0.15940869565217386
