HistoricalPeakThreshold,ProbMethod,CurrentProb_Bin,DTE_Bin,RecoveryCandidate_N,RecoveryCandidate_WorthlessCount,RecoveryCandidate_WorthlessRate_pct,AllOptions_N,AllOptions_WorthlessCount,AllOptions_WorthlessRate_pct,RecoveryAdvantage_pp
0.85,Weighted Average,60-70%,36+,6984,6170,88.34478808705613,12000,8451,70.42500000000001,17.91978808705612
0.85,Weighted Average,60-70%,29-35,974,842,86.44763860369609,1742,1187,68.14006888633754,18.307569717358547
0.85,Weighted Average,60-70%,8-14,2532,2097,82.81990521327015,7580,4991,65.84432717678101,16.97557803648914
0.85,Bayesian Calibrated,70-80%,0-7,2941,2432,82.69296157769466,6671,4941,74.0668565432469,8.626105034447761
0.85,Bayesian Calibrated,70-80%,15-21,4664,4034,86.49228130360206,6017,4601,76.46667774638523,10.025603557216826
0.85,Bayesian Calibrated,70-80%,22-28,3082,2656,86.17780661907852,3851,2967,77.04492339652037,9.13288322255815
0.85,Bayesian Calibrated,70-80%,36+,10317,8788,85.17980032955317,12279,9388,76.4557374379021,8.724062891651073
0.85,Bayesian Calibrated,70-80%,8-14,5058,4335,85.70581257413997,8080,6019,74.49257425742574,11.213238316714225
0.85,Bayesian Calibrated,70-80%,29-35,1487,1284,86.3483523873571,1787,1382,77.33631785114717,9.012034536209924
0.85,Bayesian Calibrated,50-60%,0-7,965,730,75.64766839378238,3367,1980,58.8060588060588,16.841609587723582
0.85,Bayesian Calibrated,50-60%,15-21,1634,1330,81.3953488372093,3293,1965,59.67203158214394,21.72331725506536
0.85,Bayesian Calibrated,50-60%,22-28,1286,1039,80.79315707620529,2153,1295,60.148629818857415,20.644527257347875
0.85,Bayesian Calibrated,50-60%,36+,5371,4319,80.41333085086576,8033,4891,60.886343831694255,19.526987019171507
0.85,Bayesian Calibrated,50-60%,8-14,1929,1497,77.60497667185071,4850,2725,56.18556701030928,21.41940966154143
0.85,Bayesian Calibrated,50-60%,29-35,836,651,77.8708133971292,1272,760,59.74842767295597,18.122385724173228
0.85,Bayesian Calibrated,80-90%,15-21,6176,5367,86.90090673575129,6706,5650,84.25290784372204,2.64799889202925
0.85,Bayesian Calibrated,80-90%,36+,14057,12390,88.1411396457281,14779,12648,85.58089180594087,2.5602478397872375
0.85,Bayesian Calibrated,80-90%,29-35,1979,1765,89.18645780697322,2142,1826,85.24743230625583,3.939025500717392
0.85,Bayesian Calibrated,80-90%,8-14,7419,6527,87.97681628251786,8756,7378,84.26222019186844,3.7145960906494224
0.85,Bayesian Calibrated,80-90%,0-7,4879,4286,87.8458700553392,6904,5771,83.58922363847046,4.2566464168687475
0.85,Bayesian Calibrated,80-90%,22-28,3532,3138,88.84484711211778,3846,3279,85.25741029641186,3.5874368157059138
0.85,Bayesian Calibrated,60-70%,15-21,3430,2939,85.68513119533527,5475,3733,68.18264840182648,17.50248279350879
0.85,Bayesian Calibrated,60-70%,22-28,2055,1727,84.0389294403893,2972,2066,69.51547779273217,14.523451647657126
0.85,Bayesian Calibrated,60-70%,36+,7892,6504,82.41256969082616,10605,7243,68.2979726544083,14.114597036417862
0.85,Bayesian Calibrated,60-70%,8-14,3354,2722,81.15682766845558,6603,4368,66.15174920490686,15.005078463548713
0.85,Bayesian Calibrated,60-70%,29-35,1149,948,82.50652741514361,1619,1090,67.32550957381099,15.181017841332618
0.85,Bayesian Calibrated,60-70%,0-7,2215,1773,80.0451467268623,6094,4001,65.65474236954381,14.390404357318488
0.85,Original Black-Scholes,80-90%,0-7,3576,3302,92.33780760626398,6709,5950,88.68683857504844,3.6509690312155385
0.85,Original Black-Scholes,80-90%,15-21,6404,5965,93.14490943160524,7679,6893,89.76429222555021,3.3806172060550352
0.85,Original Black-Scholes,80-90%,36+,13619,12771,93.7734048021147,14770,13417,90.83953960731212,2.9338651948025785
0.85,Original Black-Scholes,80-90%,22-28,3768,3526,93.57749469214437,4293,3897,90.77568134171908,2.8018133504252916
0.85,Original Black-Scholes,80-90%,8-14,6153,5617,91.28880221030393,8571,7524,87.78438921946096,3.5044129908429653
0.85,Original Black-Scholes,80-90%,29-35,1675,1565,93.43283582089552,1925,1753,91.06493506493506,2.367900755960463
0.85,Original Black-Scholes,50-60%,0-7,1146,864,75.39267015706807,6438,3952,61.385523454488975,14.007146702579092
0.85,Original Black-Scholes,50-60%,15-21,1819,1620,89.05992303463441,5443,3376,62.024618776410065,27.035304258224343
0.85,Original Black-Scholes,50-60%,22-28,1488,1372,92.20430107526882,3398,2237,65.83284284873456,26.37145822653426
0.85,Original Black-Scholes,50-60%,36+,6313,5685,90.05227308728021,13102,7799,59.525263318577316,30.527009768702897
0.85,Original Black-Scholes,50-60%,29-35,679,588,86.5979381443299,1595,949,59.49843260188088,27.099505542449023
0.85,Original Black-Scholes,50-60%,8-14,1662,1354,81.46811070998797,7514,4403,58.59728506787331,22.87082564211466
0.85,Original Black-Scholes,70-80%,15-21,4086,3756,91.92364170337738,6734,5464,81.14048114048114,10.783160562896242
0.85,Original Black-Scholes,70-80%,36+,11278,10367,91.922326653662,14544,11884,81.71067106710672,10.211655586555281
