Stock,Date,HitRate,Total
"Industrivärden, AB ser. C",2024-04,100.0,1
"Industrivärden, AB ser. C",2024-05,100.0,16
"Industrivärden, AB ser. C",2024-06,92.5,40
"Industrivärden, AB ser. C",2024-07,100.0,61
"Industrivärden, AB ser. C",2024-08,100.0,65
"Industrivärden, AB ser. C",2024-09,100.0,104
"Industrivärden, AB ser. C",2024-10,100.0,68
"Industrivärden, AB ser. C",2024-11,86.95652173913044,69
"Industrivärden, AB ser. C",2024-12,83.52941176470588,170
"Industrivärden, AB ser. C",2025-01,100.0,63
"Industrivärden, AB ser. C",2025-02,98.52941176470588,68
"Industrivärden, AB ser. C",2025-03,91.5929203539823,226
"Industrivärden, AB ser. C",2025-04,11.940298507462686,67
"Industrivärden, AB ser. C",2025-05,75.0,60
"Industrivärden, AB ser. C",2025-06,56.52173913043478,138
"Industrivärden, AB ser. C",2025-07,100.0,65
"Industrivärden, AB ser. C",2025-08,100.0,66
"Industrivärden, AB ser. C",2025-09,100.0,251
"Industrivärden, AB ser. C",2025-10,100.0,69
"Industrivärden, AB ser. C",2025-11,91.8918918918919,74
"Industrivärden, AB ser. C",2025-12,100.0,246
Investor AB ser. B,2024-04,100.0,1
Investor AB ser. B,2024-05,76.47058823529412,17
Investor AB ser. B,2024-06,100.0,41
Investor AB ser. B,2024-07,100.0,61
Investor AB ser. B,2024-08,100.0,66
Investor AB ser. B,2024-09,100.0,104
Investor AB ser. B,2024-10,100.0,66
Investor AB ser. B,2024-11,88.23529411764706,68
Investor AB ser. B,2024-12,90.53254437869822,169
Investor AB ser. B,2025-01,100.0,63
Investor AB ser. B,2025-02,100.0,68
Investor AB ser. B,2025-03,97.32142857142857,224
Investor AB ser. B,2025-04,16.666666666666664,66
Investor AB ser. B,2025-05,81.9672131147541,61
Investor AB ser. B,2025-06,53.62318840579711,138
Investor AB ser. B,2025-07,100.0,65
Investor AB ser. B,2025-08,100.0,66
Investor AB ser. B,2025-09,93.17269076305222,249
Investor AB ser. B,2025-10,100.0,69
Investor AB ser. B,2025-11,94.5945945945946,74
Investor AB ser. B,2025-12,100.0,276
JM AB,2024-04,100.0,1
JM AB,2024-05,100.0,17
JM AB,2024-06,92.5,40
JM AB,2024-07,94.91525423728814,59
JM AB,2024-08,98.4126984126984,63
JM AB,2024-09,98.0392156862745,102
JM AB,2024-10,91.04477611940298,67
JM AB,2024-11,86.56716417910447,67
JM AB,2024-12,62.5,168
JM AB,2025-01,98.4126984126984,63
JM AB,2025-02,59.70149253731343,67
JM AB,2025-03,40.26548672566372,226
JM AB,2025-04,90.47619047619048,63
JM AB,2025-05,100.0,59
JM AB,2025-06,97.10144927536231,138
JM AB,2025-07,75.80645161290323,62
JM AB,2025-08,100.0,65
JM AB,2025-09,89.25619834710744,242
JM AB,2025-10,100.0,69
JM AB,2025-11,90.41095890410958,73
JM AB,2025-12,98.7551867219917,241
Kinnevik AB ser. B,2024-04,100.0,1
Kinnevik AB ser. B,2024-05,94.44444444444444,18
Kinnevik AB ser. B,2024-06,4.878048780487805,41
Kinnevik AB ser. B,2024-07,42.62295081967213,61
Kinnevik AB ser. B,2024-08,34.84848484848485,66
Kinnevik AB ser. B,2024-09,50.96153846153846,104
Kinnevik AB ser. B,2024-10,69.11764705882352,68
Kinnevik AB ser. B,2024-11,100.0,68
Kinnevik AB ser. B,2024-12,69.41176470588235,170
Kinnevik AB ser. B,2025-01,100.0,63
Kinnevik AB ser. B,2025-02,100.0,68
Kinnevik AB ser. B,2025-03,72.48908296943232,229
Kinnevik AB ser. B,2025-04,64.17910447761194,67
Kinnevik AB ser. B,2025-05,100.0,61
Kinnevik AB ser. B,2025-06,89.20863309352518,139
Kinnevik AB ser. B,2025-07,100.0,65
Kinnevik AB ser. B,2025-08,96.96969696969697,66
Kinnevik AB ser. B,2025-09,100.0,251
Kinnevik AB ser. B,2025-10,100.0,69
Kinnevik AB ser. B,2025-11,89.1891891891892,74
Kinnevik AB ser. B,2025-12,98.40637450199203,251
Lundin Mining Corporation,2024-04,100.0,1
Lundin Mining Corporation,2024-05,100.0,17
Lundin Mining Corporation,2024-06,65.0,40
Lundin Mining Corporation,2024-07,61.016949152542374,59
Lundin Mining Corporation,2024-08,28.125,64
Lundin Mining Corporation,2024-09,61.76470588235294,102
Lundin Mining Corporation,2024-10,100.0,65
Lundin Mining Corporation,2024-11,100.0,60
Lundin Mining Corporation,2024-12,78.343949044586,157
Lundin Mining Corporation,2025-01,82.35294117647058,51
Lundin Mining Corporation,2025-02,87.09677419354838,62
Lundin Mining Corporation,2025-03,88.0,175
Lundin Mining Corporation,2025-04,39.0625,64
Lundin Mining Corporation,2025-05,98.30508474576271,59
Lundin Mining Corporation,2025-06,100.0,132
Lundin Mining Corporation,2025-07,95.38461538461539,65
Lundin Mining Corporation,2025-08,100.0,66
Lundin Mining Corporation,2025-09,100.0,182
Lundin Mining Corporation,2025-10,94.20289855072464,69
Lundin Mining Corporation,2025-11,95.94594594594594,74
Lundin Mining Corporation,2025-12,100.0,192
Modern Times Group MTG AB ser. B,2024-04,100.0,1
Modern Times Group MTG AB ser. B,2024-05,100.0,17
Modern Times Group MTG AB ser. B,2024-06,41.02564102564102,39
Modern Times Group MTG AB ser. B,2024-07,33.33333333333333,57
Modern Times Group MTG AB ser. B,2024-08,48.333333333333336,60
Modern Times Group MTG AB ser. B,2024-09,68.68686868686868,99
Modern Times Group MTG AB ser. B,2024-10,95.3125,64
Modern Times Group MTG AB ser. B,2024-11,100.0,66
Modern Times Group MTG AB ser. B,2024-12,100.0,164
Modern Times Group MTG AB ser. B,2025-01,100.0,62
Modern Times Group MTG AB ser. B,2025-02,100.0,65
Modern Times Group MTG AB ser. B,2025-03,100.0,186
Modern Times Group MTG AB ser. B,2025-04,68.18181818181817,66
Modern Times Group MTG AB ser. B,2025-05,100.0,60
Modern Times Group MTG AB ser. B,2025-06,100.0,135
Modern Times Group MTG AB ser. B,2025-07,93.75,48
Modern Times Group MTG AB ser. B,2025-08,88.23529411764706,34
Modern Times Group MTG AB ser. B,2025-09,100.0,148
Modern Times Group MTG AB ser. B,2025-10,100.0,44
Modern Times Group MTG AB ser. B,2025-11,83.60655737704919,61
Modern Times Group MTG AB ser. B,2025-12,96.8503937007874,127
NCC AB ser. B,2024-04,100.0,1
NCC AB ser. B,2024-05,100.0,17
NCC AB ser. B,2024-06,100.0,38
NCC AB ser. B,2024-07,100.0,58
NCC AB ser. B,2024-08,95.0,60
NCC AB ser. B,2024-09,100.0,99
NCC AB ser. B,2024-10,100.0,62
NCC AB ser. B,2024-11,100.0,68
NCC AB ser. B,2024-12,95.73170731707317,164
NCC AB ser. B,2025-01,100.0,59
NCC AB ser. B,2025-02,100.0,62
NCC AB ser. B,2025-03,100.0,182
NCC AB ser. B,2025-04,76.19047619047619,63
NCC AB ser. B,2025-05,100.0,60
NCC AB ser. B,2025-06,93.18181818181817,132
NCC AB ser. B,2025-07,100.0,64
NCC AB ser. B,2025-08,100.0,66
NCC AB ser. B,2025-09,96.62921348314607,178
NCC AB ser. B,2025-10,100.0,68
NCC AB ser. B,2025-11,100.0,73
NCC AB ser. B,2025-12,100.0,189
NIBE Industrier AB ser. B,2024-04,100.0,1
NIBE Industrier AB ser. B,2024-05,94.44444444444444,18
NIBE Industrier AB ser. B,2024-06,55.00000000000001,40
NIBE Industrier AB ser. B,2024-07,65.57377049180327,61
NIBE Industrier AB ser. B,2024-08,93.84615384615384,65
NIBE Industrier AB ser. B,2024-09,99.03846153846155,104
NIBE Industrier AB ser. B,2024-10,95.52238805970148,67
NIBE Industrier AB ser. B,2024-11,100.0,68
NIBE Industrier AB ser. B,2024-12,66.86390532544378,169
NIBE Industrier AB ser. B,2025-01,58.730158730158735,63
NIBE Industrier AB ser. B,2025-02,83.82352941176471,68
NIBE Industrier AB ser. B,2025-03,97.37991266375546,229
NIBE Industrier AB ser. B,2025-04,53.92156862745098,102
NIBE Industrier AB ser. B,2025-05,86.15384615384616,130
NIBE Industrier AB ser. B,2025-06,92.3076923076923,208
NIBE Industrier AB ser. B,2025-07,100.0,121
NIBE Industrier AB ser. B,2025-08,85.41666666666666,144
NIBE Industrier AB ser. B,2025-09,71.8266253869969,323
NIBE Industrier AB ser. B,2025-10,78.08219178082192,146
NIBE Industrier AB ser. B,2025-11,60.544217687074834,147
NIBE Industrier AB ser. B,2025-12,92.1311475409836,305
Nordea Bank Abp,2024-04,83.33333333333334,6
Nordea Bank Abp,2024-05,93.93939393939394,66
Nordea Bank Abp,2024-06,88.46153846153845,104
Nordea Bank Abp,2024-07,87.71929824561403,114
Nordea Bank Abp,2024-08,72.85714285714285,140
Nordea Bank Abp,2024-09,96.53179190751445,173
Nordea Bank Abp,2024-10,97.9020979020979,143
Nordea Bank Abp,2024-11,92.80000000000001,125
Nordea Bank Abp,2024-12,81.25,240
Nordea Bank Abp,2025-01,99.21259842519686,127
Nordea Bank Abp,2025-02,99.29078014184397,141
Nordea Bank Abp,2025-03,100.0,275
Nordea Bank Abp,2025-04,72.0,125
Nordea Bank Abp,2025-05,97.01492537313433,134
Nordea Bank Abp,2025-06,97.57281553398059,206
Nordea Bank Abp,2025-07,95.9349593495935,123
Nordea Bank Abp,2025-08,91.0958904109589,146
Nordea Bank Abp,2025-09,98.7460815047022,319
Nordea Bank Abp,2025-10,98.64864864864865,148
Nordea Bank Abp,2025-11,97.98657718120806,149
Nordea Bank Abp,2025-12,99.78213507625271,459
OMXS30,2024-11,100.0,5
OMXS30,2024-12,55.223880597014926,67
OMXS30,2025-01,92.92929292929293,99
OMXS30,2025-02,97.72727272727273,132
OMXS30,2025-03,81.29496402877699,139
OMXS30,2025-04,27.200000000000003,125
OMXS30,2025-05,93.98496240601504,133
OMXS30,2025-06,83.2512315270936,203
OMXS30,2025-07,99.1869918699187,123
OMXS30,2025-08,94.52054794520548,146
OMXS30,2025-09,99.63099630996311,271
OMXS30,2025-10,97.97297297297297,148
OMXS30,2025-11,91.94630872483222,149
OMXS30,2025-12,100.0,20
SAAB AB ser. B,2024-05,100.0,5
SAAB AB ser. B,2024-06,82.75862068965517,29
SAAB AB ser. B,2024-07,100.0,49
SAAB AB ser. B,2024-08,100.0,65
SAAB AB ser. B,2024-09,89.24731182795699,93
SAAB AB ser. B,2024-10,89.70588235294117,68
SAAB AB ser. B,2024-11,100.0,69
SAAB AB ser. B,2024-12,97.46835443037975,158
SAAB AB ser. B,2025-01,88.88888888888889,63
SAAB AB ser. B,2025-02,100.0,68
SAAB AB ser. B,2025-03,99.53703703703704,216
SAAB AB ser. B,2025-04,100.0,67
SAAB AB ser. B,2025-05,100.0,60
SAAB AB ser. B,2025-06,100.0,139
SAAB AB ser. B,2025-07,100.0,65
SAAB AB ser. B,2025-08,100.0,66
SAAB AB ser. B,2025-09,100.0,252
SAAB AB ser. B,2025-10,66.66666666666666,120
SAAB AB ser. B,2025-11,82.5503355704698,149
SAAB AB ser. B,2025-12,99.67532467532467,308
"SKF, AB ser. B",2024-04,100.0,7
"SKF, AB ser. B",2024-05,95.94594594594594,74
"SKF, AB ser. B",2024-06,33.94495412844037,109
"SKF, AB ser. B",2024-07,47.41379310344828,116
"SKF, AB ser. B",2024-08,44.44444444444444,144
"SKF, AB ser. B",2024-09,69.44444444444444,180
"SKF, AB ser. B",2024-10,98.63945578231292,147
"SKF, AB ser. B",2024-11,97.63779527559055,127
"SKF, AB ser. B",2024-12,91.80327868852459,244
"SKF, AB ser. B",2025-01,92.1259842519685,127
"SKF, AB ser. B",2025-02,98.59154929577466,142
"SKF, AB ser. B",2025-03,88.29787234042553,282
"SKF, AB ser. B",2025-04,25.833333333333336,120
"SKF, AB ser. B",2025-05,95.52238805970148,134
"SKF, AB ser. B",2025-06,98.06763285024155,207
"SKF, AB ser. B",2025-07,100.0,123
"SKF, AB ser. B",2025-08,93.83561643835617,146
"SKF, AB ser. B",2025-09,97.73462783171522,309
"SKF, AB ser. B",2025-10,100.0,148
"SKF, AB ser. B",2025-11,94.63087248322147,149
"SKF, AB ser. B",2025-12,99.01960784313727,306
SSAB AB ser. A,2024-04,100.0,6
SSAB AB ser. A,2024-05,94.28571428571428,70
SSAB AB ser. A,2024-06,58.18181818181818,110
SSAB AB ser. A,2024-07,88.13559322033898,118
SSAB AB ser. A,2024-08,37.142857142857146,140
SSAB AB ser. A,2024-09,42.69662921348314,178
SSAB AB ser. A,2024-10,83.44827586206897,145
SSAB AB ser. A,2024-11,90.625,128
SSAB AB ser. A,2024-12,35.684647302904565,241
SSAB AB ser. A,2025-01,61.6,125
SSAB AB ser. A,2025-02,100.0,137
SSAB AB ser. A,2025-03,95.75971731448763,283
SSAB AB ser. A,2025-04,52.41935483870967,124
SSAB AB ser. A,2025-05,86.46616541353383,133
SSAB AB ser. A,2025-06,81.55339805825243,206
SSAB AB ser. A,2025-07,96.72131147540983,122
SSAB AB ser. A,2025-08,85.2112676056338,142
SSAB AB ser. A,2025-09,97.39413680781759,307
SSAB AB ser. A,2025-10,91.21621621621621,148
SSAB AB ser. A,2025-11,100.0,148
SSAB AB ser. A,2025-12,100.0,301
Sandvik AB,2024-04,85.71428571428571,7
Sandvik AB,2024-05,85.13513513513513,74
Sandvik AB,2024-06,39.44954128440367,109
Sandvik AB,2024-07,86.20689655172413,116
Sandvik AB,2024-08,71.42857142857143,140
Sandvik AB,2024-09,86.59217877094973,179
Sandvik AB,2024-10,91.72413793103448,145
Sandvik AB,2024-11,80.62015503875969,129
Sandvik AB,2024-12,77.77777777777779,243
Sandvik AB,2025-01,92.96875,128
Sandvik AB,2025-02,99.29577464788733,142
Sandvik AB,2025-03,94.4055944055944,286
Sandvik AB,2025-04,30.4,125
Sandvik AB,2025-05,94.02985074626866,134
Sandvik AB,2025-06,99.51923076923077,208
Sandvik AB,2025-07,99.18032786885246,122
Sandvik AB,2025-08,95.2054794520548,146
Sandvik AB,2025-09,100.0,325
Sandvik AB,2025-10,99.32432432432432,148
Sandvik AB,2025-11,96.64429530201343,149
Sandvik AB,2025-12,100.0,327
Securitas AB ser. B,2024-05,100.0,18
Securitas AB ser. B,2024-06,90.0,40
Securitas AB ser. B,2024-07,98.30508474576271,59
Securitas AB ser. B,2024-08,100.0,65
Securitas AB ser. B,2024-09,100.0,105
Securitas AB ser. B,2024-10,100.0,68
Securitas AB ser. B,2024-11,97.05882352941177,68
Securitas AB ser. B,2024-12,100.0,170
Securitas AB ser. B,2025-01,100.0,61
Securitas AB ser. B,2025-02,97.05882352941177,68
Securitas AB ser. B,2025-03,90.625,224
Securitas AB ser. B,2025-04,79.1044776119403,67
Securitas AB ser. B,2025-05,100.0,61
Securitas AB ser. B,2025-06,83.94160583941606,137
Securitas AB ser. B,2025-07,100.0,64
Securitas AB ser. B,2025-08,100.0,66
Securitas AB ser. B,2025-09,95.1417004048583,247
Securitas AB ser. B,2025-10,92.7536231884058,69
Securitas AB ser. B,2025-11,100.0,74
Securitas AB ser. B,2025-12,100.0,269
Sinch AB,2024-04,100.0,1
Sinch AB,2024-05,100.0,16
Sinch AB,2024-06,100.0,41
Sinch AB,2024-07,100.0,61
Sinch AB,2024-08,100.0,67
Sinch AB,2024-09,100.0,106
Sinch AB,2024-10,89.70588235294117,68
Sinch AB,2024-11,22.058823529411764,68
Sinch AB,2024-12,73.09941520467837,171
Sinch AB,2025-01,88.70967741935483,62
Sinch AB,2025-02,98.50746268656717,67
Sinch AB,2025-03,99.5575221238938,226
Sinch AB,2025-04,77.77777777777779,63
Sinch AB,2025-05,100.0,61
Sinch AB,2025-06,98.54014598540147,137
Sinch AB,2025-07,100.0,64
Sinch AB,2025-08,78.78787878787878,66
Sinch AB,2025-09,100.0,252
Sinch AB,2025-10,100.0,67
Sinch AB,2025-11,73.97260273972603,73
Sinch AB,2025-12,100.0,250
Skandinaviska Enskilda Banken ser. A,2024-04,100.0,6
Skandinaviska Enskilda Banken ser. A,2024-05,87.5,72
Skandinaviska Enskilda Banken ser. A,2024-06,100.0,109
Skandinaviska Enskilda Banken ser. A,2024-07,100.0,117
Skandinaviska Enskilda Banken ser. A,2024-08,72.85714285714285,140
Skandinaviska Enskilda Banken ser. A,2024-09,100.0,178
Skandinaviska Enskilda Banken ser. A,2024-10,90.41095890410958,146
Skandinaviska Enskilda Banken ser. A,2024-11,98.46153846153847,130
Skandinaviska Enskilda Banken ser. A,2024-12,92.5925925925926,243
Skandinaviska Enskilda Banken ser. A,2025-01,97.65625,128
Skandinaviska Enskilda Banken ser. A,2025-02,100.0,142
Skandinaviska Enskilda Banken ser. A,2025-03,95.78947368421052,285
Skandinaviska Enskilda Banken ser. A,2025-04,45.08196721311475,122
Skandinaviska Enskilda Banken ser. A,2025-05,97.01492537313433,134
Skandinaviska Enskilda Banken ser. A,2025-06,99.51456310679612,206
Skandinaviska Enskilda Banken ser. A,2025-07,98.3739837398374,123
Skandinaviska Enskilda Banken ser. A,2025-08,95.83333333333334,144
Skandinaviska Enskilda Banken ser. A,2025-09,99.69135802469135,324
Skandinaviska Enskilda Banken ser. A,2025-10,99.32432432432432,148
Skandinaviska Enskilda Banken ser. A,2025-11,96.64429530201343,149
Skandinaviska Enskilda Banken ser. A,2025-12,99.78632478632478,468
Skanska AB ser. B,2024-04,100.0,1
Skanska AB ser. B,2024-05,100.0,6
Skanska AB ser. B,2024-06,100.0,29
Skanska AB ser. B,2024-07,100.0,49
Skanska AB ser. B,2024-08,90.625,64
Skanska AB ser. B,2024-09,100.0,93
Skanska AB ser. B,2024-10,100.0,68
Skanska AB ser. B,2024-11,98.55072463768117,69
Skanska AB ser. B,2024-12,97.46835443037975,158
Skanska AB ser. B,2025-01,100.0,63
Skanska AB ser. B,2025-02,92.64705882352942,68
Skanska AB ser. B,2025-03,98.15668202764977,217
Skanska AB ser. B,2025-04,38.80597014925373,67
Skanska AB ser. B,2025-05,100.0,61
Skanska AB ser. B,2025-06,81.88405797101449,138
Skanska AB ser. B,2025-07,100.0,65
Skanska AB ser. B,2025-08,100.0,66
Skanska AB ser. B,2025-09,100.0,245
Skanska AB ser. B,2025-10,97.10144927536231,69
Skanska AB ser. B,2025-11,70.27027027027027,74
Skanska AB ser. B,2025-12,100.0,392
Stora Enso Oyj ser. R,2024-04,100.0,1
Stora Enso Oyj ser. R,2024-05,100.0,5
Stora Enso Oyj ser. R,2024-06,46.666666666666664,30
Stora Enso Oyj ser. R,2024-07,88.0,50
Stora Enso Oyj ser. R,2024-08,25.0,64
Stora Enso Oyj ser. R,2024-09,26.595744680851062,94
Stora Enso Oyj ser. R,2024-10,69.11764705882352,68
Stora Enso Oyj ser. R,2024-11,38.23529411764706,68
Stora Enso Oyj ser. R,2024-12,15.723270440251572,159
Stora Enso Oyj ser. R,2025-01,98.4126984126984,63
Stora Enso Oyj ser. R,2025-02,97.05882352941177,68
Stora Enso Oyj ser. R,2025-03,32.54716981132076,212
Stora Enso Oyj ser. R,2025-04,11.940298507462686,67
Stora Enso Oyj ser. R,2025-05,75.40983606557377,61
Stora Enso Oyj ser. R,2025-06,99.28057553956835,139
Stora Enso Oyj ser. R,2025-07,81.53846153846153,65
Stora Enso Oyj ser. R,2025-08,100.0,66
Stora Enso Oyj ser. R,2025-09,94.91525423728814,236
Stora Enso Oyj ser. R,2025-10,63.76811594202898,69
Stora Enso Oyj ser. R,2025-11,93.24324324324324,74
Stora Enso Oyj ser. R,2025-12,100.0,232
Svenska Cellulosa AB SCA ser. B,2024-04,100.0,1
Svenska Cellulosa AB SCA ser. B,2024-05,100.0,17
Svenska Cellulosa AB SCA ser. B,2024-06,82.5,40
Svenska Cellulosa AB SCA ser. B,2024-07,84.7457627118644,59
Svenska Cellulosa AB SCA ser. B,2024-08,16.923076923076923,65
Svenska Cellulosa AB SCA ser. B,2024-09,89.32038834951457,103
Svenska Cellulosa AB SCA ser. B,2024-10,79.71014492753623,69
Svenska Cellulosa AB SCA ser. B,2024-11,98.55072463768117,69
Svenska Cellulosa AB SCA ser. B,2024-12,82.73809523809523,168
Svenska Cellulosa AB SCA ser. B,2025-01,100.0,63
Svenska Cellulosa AB SCA ser. B,2025-02,100.0,68
Svenska Cellulosa AB SCA ser. B,2025-03,83.92857142857143,224
Svenska Cellulosa AB SCA ser. B,2025-04,40.298507462686565,67
Svenska Cellulosa AB SCA ser. B,2025-05,77.04918032786885,61
Svenska Cellulosa AB SCA ser. B,2025-06,76.97841726618705,139
Svenska Cellulosa AB SCA ser. B,2025-07,66.15384615384615,65
Svenska Cellulosa AB SCA ser. B,2025-08,98.48484848484848,66
Svenska Cellulosa AB SCA ser. B,2025-09,83.26693227091634,251
Svenska Cellulosa AB SCA ser. B,2025-10,95.65217391304348,69
Svenska Cellulosa AB SCA ser. B,2025-11,87.83783783783784,74
Svenska Cellulosa AB SCA ser. B,2025-12,97.47292418772562,277
Svenska Handelsbanken ser. A,2024-04,20.0,5
Svenska Handelsbanken ser. A,2024-05,81.42857142857143,70
Svenska Handelsbanken ser. A,2024-06,96.3302752293578,109
Svenska Handelsbanken ser. A,2024-07,100.0,115
Svenska Handelsbanken ser. A,2024-08,81.56028368794325,141
Svenska Handelsbanken ser. A,2024-09,97.14285714285714,175
Svenska Handelsbanken ser. A,2024-10,88.96551724137932,145
Svenska Handelsbanken ser. A,2024-11,99.21875,128
Svenska Handelsbanken ser. A,2024-12,95.06172839506173,243
Svenska Handelsbanken ser. A,2025-01,99.21259842519686,127
Svenska Handelsbanken ser. A,2025-02,100.0,142
Svenska Handelsbanken ser. A,2025-03,94.77351916376307,287
Svenska Handelsbanken ser. A,2025-04,47.58064516129033,124
Svenska Handelsbanken ser. A,2025-05,96.99248120300751,133
Svenska Handelsbanken ser. A,2025-06,93.23671497584542,207
Svenska Handelsbanken ser. A,2025-07,52.84552845528455,123
Svenska Handelsbanken ser. A,2025-08,90.97222222222221,144
Svenska Handelsbanken ser. A,2025-09,92.5233644859813,321
Svenska Handelsbanken ser. A,2025-10,99.32432432432432,148
Svenska Handelsbanken ser. A,2025-11,97.2972972972973,148
Svenska Handelsbanken ser. A,2025-12,99.78354978354979,462
Swedbank AB ser A,2024-04,100.0,6
Swedbank AB ser A,2024-05,100.0,71
Swedbank AB ser A,2024-06,97.22222222222221,108
Swedbank AB ser A,2024-07,100.0,117
Swedbank AB ser A,2024-08,77.6978417266187,139
Swedbank AB ser A,2024-09,99.42528735632183,174
Swedbank AB ser A,2024-10,75.17241379310344,145
Swedbank AB ser A,2024-11,96.09375,128
Swedbank AB ser A,2024-12,97.91666666666666,240
Swedbank AB ser A,2025-01,99.2,125
Swedbank AB ser A,2025-02,99.29577464788733,142
Swedbank AB ser A,2025-03,99.64028776978418,278
Swedbank AB ser A,2025-04,71.07438016528926,121
Swedbank AB ser A,2025-05,98.49624060150376,133
Swedbank AB ser A,2025-06,92.19512195121952,205
Swedbank AB ser A,2025-07,97.5609756097561,123
Swedbank AB ser A,2025-08,93.79310344827586,145
Swedbank AB ser A,2025-09,98.11912225705329,319
Swedbank AB ser A,2025-10,100.0,148
Swedbank AB ser A,2025-11,95.9731543624161,149
Swedbank AB ser A,2025-12,99.78260869565217,460
Swedish Orphan Biovitrum AB,2024-04,100.0,1
Swedish Orphan Biovitrum AB,2024-05,87.5,16
Swedish Orphan Biovitrum AB,2024-06,97.43589743589743,39
Swedish Orphan Biovitrum AB,2024-07,100.0,61
Swedish Orphan Biovitrum AB,2024-08,100.0,65
Swedish Orphan Biovitrum AB,2024-09,97.0873786407767,103
Swedish Orphan Biovitrum AB,2024-10,100.0,66
Swedish Orphan Biovitrum AB,2024-11,70.58823529411765,68
Swedish Orphan Biovitrum AB,2024-12,97.61904761904762,168
Swedish Orphan Biovitrum AB,2025-01,100.0,63
Swedish Orphan Biovitrum AB,2025-02,95.58823529411765,68
Swedish Orphan Biovitrum AB,2025-03,84.01826484018264,219
Swedish Orphan Biovitrum AB,2025-04,14.925373134328357,67
Swedish Orphan Biovitrum AB,2025-05,100.0,61
Swedish Orphan Biovitrum AB,2025-06,58.27338129496403,139
Swedish Orphan Biovitrum AB,2025-07,69.23076923076923,65
Swedish Orphan Biovitrum AB,2025-08,93.84615384615384,65
Swedish Orphan Biovitrum AB,2025-09,100.0,231
Swedish Orphan Biovitrum AB,2025-10,100.0,69
Swedish Orphan Biovitrum AB,2025-11,100.0,74
Swedish Orphan Biovitrum AB,2025-12,100.0,236
TRATON SE,2024-04,100.0,1
TRATON SE,2024-05,83.33333333333334,6
TRATON SE,2024-06,86.66666666666667,30
TRATON SE,2024-07,100.0,50
TRATON SE,2024-08,86.15384615384616,65
TRATON SE,2024-09,98.94736842105263,95
TRATON SE,2024-10,100.0,69
TRATON SE,2024-11,97.05882352941177,68
TRATON SE,2024-12,87.42138364779875,159
TRATON SE,2025-01,74.19354838709677,62
TRATON SE,2025-02,100.0,67
TRATON SE,2025-03,92.14659685863874,191
TRATON SE,2025-04,31.343283582089555,67
TRATON SE,2025-05,88.88888888888889,54
TRATON SE,2025-06,74.80916030534351,131
TRATON SE,2025-07,100.0,64
TRATON SE,2025-08,100.0,65
TRATON SE,2025-09,97.20670391061452,179
TRATON SE,2025-10,18.84057971014493,69
TRATON SE,2025-11,98.64864864864865,74
TRATON SE,2025-12,100.0,189
Tele2 AB ser. B,2024-04,100.0,1
Tele2 AB ser. B,2024-05,100.0,17
Tele2 AB ser. B,2024-06,100.0,41
Tele2 AB ser. B,2024-07,100.0,60
Tele2 AB ser. B,2024-08,100.0,64
Tele2 AB ser. B,2024-09,100.0,105
Tele2 AB ser. B,2024-10,98.52941176470588,68
Tele2 AB ser. B,2024-11,98.55072463768117,69
Tele2 AB ser. B,2024-12,90.64327485380117,171
Tele2 AB ser. B,2025-01,98.4126984126984,63
Tele2 AB ser. B,2025-02,100.0,68
Tele2 AB ser. B,2025-03,100.0,229
Tele2 AB ser. B,2025-04,100.0,67
Tele2 AB ser. B,2025-05,100.0,61
Tele2 AB ser. B,2025-06,100.0,139
Tele2 AB ser. B,2025-07,100.0,65
Tele2 AB ser. B,2025-08,100.0,66
Tele2 AB ser. B,2025-09,92.43027888446214,251
Tele2 AB ser. B,2025-10,100.0,69
Tele2 AB ser. B,2025-11,60.810810810810814,74
Tele2 AB ser. B,2025-12,100.0,278
Telia Company AB,2024-04,50.0,6
Telia Company AB,2024-05,87.6923076923077,65
Telia Company AB,2024-06,99.04761904761905,105
Telia Company AB,2024-07,100.0,116
Telia Company AB,2024-08,99.25373134328358,134
Telia Company AB,2024-09,99.40119760479041,167
Telia Company AB,2024-10,93.33333333333333,135
Telia Company AB,2024-11,88.03418803418803,117
Telia Company AB,2024-12,86.36363636363636,242
Telia Company AB,2025-01,97.65625,128
Telia Company AB,2025-02,100.0,142
Telia Company AB,2025-03,100.0,288
Telia Company AB,2025-04,94.39999999999999,125
Telia Company AB,2025-05,99.25373134328358,134
Telia Company AB,2025-06,77.29468599033817,207
Telia Company AB,2025-07,83.73983739837398,123
Telia Company AB,2025-08,98.62068965517241,145
Telia Company AB,2025-09,100.0,323
Telia Company AB,2025-10,100.0,148
Telia Company AB,2025-11,95.9731543624161,149
Telia Company AB,2025-12,99.69788519637463,331
Trelleborg AB ser. B,2024-04,100.0,1
Trelleborg AB ser. B,2024-05,100.0,18
Trelleborg AB ser. B,2024-06,97.5609756097561,41
Trelleborg AB ser. B,2024-07,85.24590163934425,61
Trelleborg AB ser. B,2024-08,81.81818181818183,66
Trelleborg AB ser. B,2024-09,100.0,105
Trelleborg AB ser. B,2024-10,71.64179104477611,67
Trelleborg AB ser. B,2024-11,73.13432835820896,67
Trelleborg AB ser. B,2024-12,94.64285714285714,168
Trelleborg AB ser. B,2025-01,100.0,62
Trelleborg AB ser. B,2025-02,100.0,68
Trelleborg AB ser. B,2025-03,95.57522123893806,226
