Stock,Date,HitRate,Total
Trelleborg AB ser. B,2025-04,8.955223880597014,67
Trelleborg AB ser. B,2025-05,66.10169491525424,59
Trelleborg AB ser. B,2025-06,63.503649635036496,137
Trelleborg AB ser. B,2025-07,98.4375,64
Trelleborg AB ser. B,2025-08,100.0,66
Trelleborg AB ser. B,2025-09,100.0,248
Trelleborg AB ser. B,2025-10,100.0,69
Trelleborg AB ser. B,2025-11,82.43243243243244,74
Trelleborg AB ser. B,2025-12,99.25,400
Volvo Car AB ser. B,2024-05,64.28571428571429,14
Volvo Car AB ser. B,2024-06,52.5,40
Volvo Car AB ser. B,2024-07,91.52542372881356,59
Volvo Car AB ser. B,2024-08,61.904761904761905,63
Volvo Car AB ser. B,2024-09,17.82178217821782,101
Volvo Car AB ser. B,2024-10,50.0,64
Volvo Car AB ser. B,2024-11,78.78787878787878,66
Volvo Car AB ser. B,2024-12,63.63636363636363,165
Volvo Car AB ser. B,2025-01,92.06349206349206,63
Volvo Car AB ser. B,2025-02,100.0,68
Volvo Car AB ser. B,2025-03,87.3015873015873,189
Volvo Car AB ser. B,2025-04,23.076923076923077,65
Volvo Car AB ser. B,2025-05,92.98245614035088,57
Volvo Car AB ser. B,2025-06,35.507246376811594,138
Volvo Car AB ser. B,2025-07,100.0,64
Volvo Car AB ser. B,2025-08,100.0,61
Volvo Car AB ser. B,2025-09,100.0,184
Volvo Car AB ser. B,2025-10,100.0,68
Volvo Car AB ser. B,2025-11,95.8904109589041,73
Volvo Car AB ser. B,2025-12,93.717277486911,191
"Volvo, AB ser. B",2024-04,75.0,4
"Volvo, AB ser. B",2024-05,92.1875,64
"Volvo, AB ser. B",2024-06,37.5,104
"Volvo, AB ser. B",2024-07,95.57522123893806,113
"Volvo, AB ser. B",2024-08,80.0,140
"Volvo, AB ser. B",2024-09,86.04651162790698,172
"Volvo, AB ser. B",2024-10,100.0,139
"Volvo, AB ser. B",2024-11,93.54838709677419,124
"Volvo, AB ser. B",2024-12,89.83050847457628,236
"Volvo, AB ser. B",2025-01,92.06349206349206,126
"Volvo, AB ser. B",2025-02,97.88732394366197,142
"Volvo, AB ser. B",2025-03,88.38028169014085,284
"Volvo, AB ser. B",2025-04,28.000000000000004,125
"Volvo, AB ser. B",2025-05,75.3731343283582,134
"Volvo, AB ser. B",2025-06,70.67307692307693,208
"Volvo, AB ser. B",2025-07,95.9349593495935,123
"Volvo, AB ser. B",2025-08,94.48275862068965,145
"Volvo, AB ser. B",2025-09,83.6923076923077,325
"Volvo, AB ser. B",2025-10,58.108108108108105,148
"Volvo, AB ser. B",2025-11,99.32885906040269,149
"Volvo, AB ser. B",2025-12,100.0,347
